"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"maltodextrin glucosidase","malZ",9,"GEGEGB_12975","COG:COG0366, COG:G, EC:3.2.1.20, GO:0004558, GO:0005975, RefSeq:WP_000930730.1, SO:0001217, UniParc:UPI000005A248, UniRef:UniRef100_A0A725GCC4, UniRef:UniRef50_A0A170YQU8, UniRef:UniRef90_A0A379NMT4"
"maltodextrin phosphorylase","malP",9,"GEGEGB_21105","COG:COG0058, COG:G, EC:2.4.1.1, GO:0005975, GO:0008184, GO:0030170, RefSeq:WP_000082255.1, SO:0001217, UniParc:UPI000005A7AB, UniRef:UniRef100_A0A725GB49, UniRef:UniRef50_P00490, UniRef:UniRef90_C0Q0J0"
"maltose ABC transporter permease MalF","malF",9,"GEGEGB_21850","COG:COG1175, COG:G, EC:7.5.2.1, GO:0005886, GO:0008643, GO:0043190, GO:0055085, RefSeq:WP_000382568.1, SO:0001217, UniParc:UPI000005A829, UniRef:UniRef100_Q8Z1U2, UniRef:UniRef50_P02916, UniRef:UniRef90_Q8Z1U2"
"maltose ABC transporter permease MalG","malG",9,"GEGEGB_21845","COG:COG3833, COG:G, EC:7.5.2.1, GO:0005886, GO:0008643, GO:0016020, GO:0055085, RefSeq:WP_001252081.1, SO:0001217, UniParc:UPI000005A828, UniRef:UniRef100_Q8Z1U3, UniRef:UniRef50_P26468, UniRef:UniRef90_P26468"
"maltose operon protein MalM","malM",9,"GEGEGB_21870","GO:0008643, GO:0042597, RefSeq:WP_000782497.1, SO:0001217, UniParc:UPI000005A82D, UniRef:UniRef100_A0A5W5ALQ4, UniRef:UniRef50_P03841, UniRef:UniRef90_P03841"
"maltose/maltodextrin ABC transporter ATP-binding protein MalK","malK",9,"GEGEGB_21860","COG:COG3839, COG:G, EC:7.5.2.1, GO:0005524, GO:0008643, GO:0015423, GO:0016887, GO:0043190, GO:0055085, GO:0140359, RefSeq:WP_000179176.1, SO:0001217, UniParc:UPI000005A82B, UniRef:UniRef100_Q57GZ7, UniRef:UniRef50_Q8FB37, UniRef:UniRef90_Q8FB37"
"maltose/maltodextrin ABC transporter substrate-binding protein MalE","malE",9,"GEGEGB_21855","COG:COG2182, COG:G, EC:7.5.2.1, GO:0008643, GO:0015144, GO:0015768, GO:0030288, GO:0042956, GO:0055052, GO:0055085, GO:1901982, RefSeq:WP_000695415.1, SO:0001217, UniParc:UPI000005A82A, UniRef:UniRef100_A0A379WHZ0, UniRef:UniRef50_D2CVN7, UniRef:UniRef90_P19576"
"manganase accumulation protein MntS","mntS",9,"GEGEGB_10815","RefSeq:WP_001001755.1, SO:0001217, UniParc:UPI00004F7A45, UniRef:UniRef100_A0A5W0NUZ8, UniRef:UniRef50_A0A377TRQ9, UniRef:UniRef90_A0A379U2N2"
"manganese efflux pump MntP","mntP",9,"GEGEGB_05550","COG:COG1971, COG:P, GO:0005384, GO:0005886, RefSeq:WP_001518359.1, SO:0001217, UniParc:UPI000044405D, UniRef:UniRef100_B5F3Q8, UniRef:UniRef50_B5F3Q8, UniRef:UniRef90_B5F3Q8"
"manganese-binding transcriptional regulator MntR","mntR",9,"GEGEGB_10810","COG:COG1321, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006355, GO:0046914, GO:0046983, RefSeq:WP_000533542.1, SO:0001217, UniParc:UPI000005A0D2, UniRef:UniRef100_P67711, UniRef:UniRef50_P0A9F2, UniRef:UniRef90_P67711"
"mannitol operon repressor MtlR","mtlR",9,"GEGEGB_20260","BlastRules:WP_000228269, COG:COG3722, COG:K, RefSeq:WP_000193201.1, SO:0001217, UniParc:UPI000005A718, UniRef:UniRef100_G5Q9X1, UniRef:UniRef50_B2VCH8, UniRef:UniRef90_A0A3E1ZT21"
"mannitol-1-phosphate 5-dehydrogenase","mtlD",9,"GEGEGB_20265","COG:COG0246, COG:G, EC:1.1.1.17, GO:0008926, GO:0019594, RefSeq:WP_000645390.1, SO:0001217, UniParc:UPI000005A719, UniRef:UniRef100_Q8Z2E0, UniRef:UniRef50_Q8XDG9, UniRef:UniRef90_Q8XDG9"
"mannonate dehydratase","uxuA",9,"GEGEGB_16055","COG:COG1312, COG:G, EC:4.2.1.8, GO:0006064, GO:0008927, RefSeq:WP_000815487.1, SO:0001217, UniParc:UPI000005A466, UniRef:UniRef100_B5F621, UniRef:UniRef50_Q6D882, UniRef:UniRef90_B5F621"
"mannose-1-phosphate guanylyltransferase ManC","cpsB",9,"GEGEGB_04070","BlastRules:WP_000605938, COG:COG0836, COG:M, EC:2.7.7.13, GO:0000271, GO:0004475, GO:0005525, GO:0009103, GO:0009298, GO:0016779, SO:0001217, UniParc:UPI00016BF0E0, UniRef:UniRef100_A0A726A973, UniRef:UniRef50_P37741, UniRef:UniRef90_P26340"
"mannose-6-phosphate isomerase","manA",9,"GEGEGB_07065","COG:COG1482, COG:G, EC:5.3.1.8, GO:0004476, GO:0005829, GO:0005975, GO:0008270, GO:0009298, RefSeq:WP_001170615.1, SO:0001217, UniParc:UPI0000059E35, UniRef:UniRef100_A0A725VHZ6, UniRef:UniRef50_P25081, UniRef:UniRef90_P25081"
"mannosyl-3-phosphoglycerate phosphatase-related protein","yedP",9,"GEGEGB_04795","COG:COG3769, COG:G, EC:3.1.3.70, GO:0000287, GO:0005829, GO:0016791, GO:0050531, GO:0051479, RefSeq:WP_000948794.1, SO:0001217, UniParc:UPI0000059CA2, UniRef:UniRef100_Q57N15, UniRef:UniRef50_Q8XB99, UniRef:UniRef90_Q57N15"
"mechanosensitive channel MscK","mscK",9,"GEGEGB_12555","COG:COG3264, COG:M, GO:0016020, GO:0055085, KEGG:K03577, RefSeq:WP_000178244.1, SO:0001217, UniParc:UPI000005A1F8, UniRef:UniRef100_A0A725K4U3, UniRef:UniRef50_P77338, UniRef:UniRef90_A0A0V9JZ45"
"mechanosensitive channel protein","ybiO",9,"GEGEGB_10870","COG:COG0668, COG:M, GO:0055085, RefSeq:WP_001267712.1, SO:0001217, UniParc:UPI000005A0DA, UniRef:UniRef100_A0A726ANU4, UniRef:UniRef50_P75783, UniRef:UniRef90_A0A3R0E3V8"
"melibiose:sodium transporter MelB","melB",9,"GEGEGB_22215","COG:COG2211, COG:G, GO:0005886, GO:0006814, GO:0008643, GO:0015293, GO:0016020, GO:0022857, GO:0071702, RefSeq:WP_000028072.1, SO:0001217, UniParc:UPI000005A871, UniRef:UniRef100_A0A725K439, UniRef:UniRef50_P02921, UniRef:UniRef90_P30878"
"membrane integrity lipid transport subunit YebS","pqiA",9,"GEGEGB_05480","BlastRules:WP_001207282, COG:COG2995, COG:M, RefSeq:WP_001207300.1, SO:0001217, UniParc:UPI0000059D1F, UniRef:UniRef100_A0A725VEA5, UniRef:UniRef50_P0AD04, UniRef:UniRef90_A0A7Z1PTU3"
"membrane integrity-associated transporter subunit PqiA","pqiA",9,"GEGEGB_09830","COG:COG2995, COG:M, RefSeq:WP_000333152.1, SO:0001217, UniParc:UPI000005A015, UniRef:UniRef100_A0A8E6Y7H8, UniRef:UniRef50_P0AFM0, UniRef:UniRef90_A0A2I5HIP3"
"membrane integrity-associated transporter subunit PqiC","pqiC",9,"GEGEGB_09820","COG:COG3009, COG:M, RefSeq:WP_000759136.1, SO:0001217, UniParc:UPI000005A013, UniRef:UniRef100_A0A8E6XAS3, UniRef:UniRef50_H5UX00, UniRef:UniRef90_A0A2C9P1I4"
"membrane protein insertase YidC","yidC",9,"GEGEGB_19420","COG:COG0706, COG:M, GO:0005886, GO:0015031, GO:0016020, GO:0032977, RefSeq:WP_000378272.1, SO:0001217, UniParc:UPI000005A696, UniRef:UniRef100_Q8Z2N7, UniRef:UniRef50_Q8ZKY4, UniRef:UniRef90_Q8ZKY4"
"membrane-bound lytic murein transglycosylase EmtA","emtA",9,"GEGEGB_05725","COG:COG0741, COG:M, EC:4.2.2.-, EC:4.2.2.n2, GO:0000270, GO:0008932, GO:0009279, GO:0016998, GO:0071555, KEGG:K08308, RefSeq:WP_000776974.1, SO:0001217, UniParc:UPI0000059D4E, UniRef:UniRef100_Q57NL3, UniRef:UniRef50_Q32H22, UniRef:UniRef90_A8AFS5"
"membrane-bound lytic murein transglycosylase MltC","mltC",9,"GEGEGB_15925","COG:COG0741, COG:M, EC:4.2.2.-, EC:4.2.2.n1, GO:0000270, GO:0008933, GO:0009279, GO:0016020, GO:0016798, GO:0016998, GO:0071555, KEGG:K08306, RefSeq:WP_000976287.1, SO:0001217, UniParc:UPI000005A44D, UniRef:UniRef100_Q8Z3T9, UniRef:UniRef50_A1JPV7, UniRef:UniRef90_Q8XCS6"
"membrane-bound lytic murein transglycosylase MltF","mltF",9,"GEGEGB_01565","COG:COG4623, COG:MT, EC:4.2.2.-, EC:4.2.2.n1, GO:0000270, GO:0008933, GO:0009253, GO:0009279, GO:0016020, GO:0016998, GO:0071555, SO:0001217, UniParc:UPI0000059A79, UniRef:UniRef100_Q8ZN28, UniRef:UniRef50_Q8XA45, UniRef:UniRef90_Q8ZN28"
"menaquinone-dependent protoporphyrinogen IX dehydrogenase","hemG",9,"GEGEGB_17465","COG:COG4635, COG:H, EC:1.3.5.3, GO:0004729, GO:0005886, GO:0006782, GO:0006783, GO:0009055, GO:0010181, GO:0070819, RefSeq:WP_000853982.1, SO:0001217, UniParc:UPI000005A54F, UniRef:UniRef100_A0A3U7XUH5, UniRef:UniRef50_Q9L6L1, UniRef:UniRef90_Q9L6L1"
"met regulon transcriptional regulator MetJ","metJ",9,"GEGEGB_18555","COG:COG3060, COG:KE, GO:0003677, GO:0003700, GO:0005737, GO:0009086, GO:0045892, RefSeq:WP_000852811.1, SO:0001217, UniParc:UPI000005A604, UniRef:UniRef100_B5F0T1, UniRef:UniRef50_P06203, UniRef:UniRef90_P06203"
"metal-binding protein ZinT","zinT",9,"GEGEGB_06040","COG:COG3443, COG:P, GO:0008270, RefSeq:WP_000234684.1, SO:0001217, UniParc:UPI0000059D86, UniRef:UniRef100_A0A1S0ZKP0, UniRef:UniRef50_P76344, UniRef:UniRef90_A0A344R2Y1"
"metallo-dependent hydrolase",NA,9,"GEGEGB_23575","COG:COG3964, COG:R, SO:0001217, UniRef:UniRef50_S5N3I9, UniRef:UniRef90_S5N3I9"
"metalloprotease PmbA","pmbA",9,"GEGEGB_23600","COG:COG0312, COG:R, EC:3.4.-.-, EC:3.4.24.-, GO:0005737, GO:0005829, GO:0006508, GO:0008237, GO:0016485, GO:1905368, RefSeq:WP_000852994.1, SO:0001217, UniParc:UPI000005A965, UniRef:UniRef100_A0A655DIW3, UniRef:UniRef50_P45077, UniRef:UniRef90_P0AFK1"
"metalloprotease TldD","tldD",9,"GEGEGB_17300","COG:COG0312, COG:R, EC:3.4.-.-, EC:3.4.24.-, GO:0006508, GO:0008237, RefSeq:WP_000055936.1, SO:0001217, UniParc:UPI000005A53B, UniRef:UniRef100_Q57JA0, UniRef:UniRef50_P45297, UniRef:UniRef90_P0AGG9"
"methionine ABC transporter ATP-binding protein MetN","metN",9,"GEGEGB_01345","BlastRules:WP_000594016, BlastRules:WP_000594021, COG:COG1135, COG:E, EC:7.4.2.11, GO:0005524, GO:0005886, GO:0009276, GO:0009898, GO:0016887, GO:0033232, GO:0048473, GO:0055052, RefSeq:WP_000594016.1, SO:0001217, UniParc:UPI0000059A55, UniRef:UniRef100_Q8Z990, UniRef:UniRef50_P30750, UniRef:UniRef90_P30750"
"methionine ABC transporter substrate-binding lipoprotein MetQ","metQ",9,"GEGEGB_01335","BlastRules:WP_000874226, GO:0005886, GO:0006865, RefSeq:WP_000874217.1, SO:0001217, UniParc:UPI0000059A53, UniRef:UniRef100_Q8Z992, UniRef:UniRef50_P28635, UniRef:UniRef90_P28635"
"methionine adenosyltransferase","metK",9,"GEGEGB_15805","COG:COG0192, COG:H, EC:2.5.1.6, GO:0000287, GO:0004478, GO:0005524, GO:0005737, GO:0006556, GO:0006730, RefSeq:WP_001062140.1, SO:0001217, UniParc:UPI000005A437, UniRef:UniRef100_Q57K26, UniRef:UniRef50_Q7WQX8, UniRef:UniRef90_B2VF06"
"methionine synthase","metH",9,"GEGEGB_21755","COG:COG1410, COG:E, EC:2.1.1.13, GO:0005829, GO:0008270, GO:0008705, GO:0009086, GO:0031419, GO:0032259, GO:0046653, GO:0050667, RefSeq:WP_000095965.1, SO:0001217, UniParc:UPI000005A816, UniRef:UniRef100_A0A726ANS2, UniRef:UniRef50_P13009, UniRef:UniRef90_P13009"
"methionine--tRNA ligase","metG",9,"GEGEGB_03745","COG:COG0143, COG:J, EC:6.1.1.10, GO:0000049, GO:0000166, GO:0004825, GO:0005524, GO:0005737, GO:0006431, GO:0046872, RefSeq:WP_000195339.1, SO:0001217, UniParc:UPI0000059BF7, UniRef:UniRef100_UPI0000059BF7, UniRef:UniRef50_Q8Z5C3, UniRef:UniRef90_Q8Z5C3"
"methionyl-tRNA formyltransferase","fmt",9,"GEGEGB_21655","COG:COG0223, COG:J, EC:2.1.2.9, GO:0004479, GO:0005737, GO:0006431, RefSeq:WP_001285161.1, SO:0001217, UniParc:UPI000005A807, UniRef:UniRef100_Q8Z1X0, UniRef:UniRef50_Q8X8F1, UniRef:UniRef90_Q8X8F1"
"methyl viologen efflux MFS transporter SmvA","smvA",9,"GEGEGB_07850","BlastRules:WP_114508864, COG:COG0477, COG:GEPR, GO:0005886, GO:0016020, GO:0022857, RefSeq:WP_000489748.1, SO:0001217, UniParc:UPI0000059EBC, UniRef:UniRef100_A0A725VK96, UniRef:UniRef50_D0ZXQ3, UniRef:UniRef90_D0ZXQ3"
"methyl-accepting chemotaxis citrate transducer","tcp",9,"GEGEGB_20855","BlastRules:WP_000789683, COG:COG0840, COG:T, GO:0004888, GO:0005886, GO:0006935, GO:0007165, RefSeq:WP_000789682.1, SO:0001217, UniParc:UPI000005A77D, UniRef:UniRef100_A0A6C8G2B5, UniRef:UniRef50_Q02755, UniRef:UniRef90_Q02755"
"methyl-accepting chemotaxis protein II","tar",9,"GEGEGB_05115","COG:COG0840, COG:T, GO:0004888, GO:0005886, GO:0006935, GO:0007165, GO:0016020, KEGG:K05875, RefSeq:WP_000483273.1, SO:0001217, UniParc:UPI0000059CDE, UniRef:UniRef100_A0A3U4PD38, UniRef:UniRef50_P02941, UniRef:UniRef90_P02941"
"methylated-DNA--[protein]-cysteine S-methyltransferase","ogt",9,"GEGEGB_08280","COG:COG0350, COG:L, EC:2.1.1.63, GO:0003908, GO:0005737, GO:0006281, GO:0006307, GO:0032259, RefSeq:WP_000945036.1, SO:0001217, UniParc:UPI0000059F03, UniRef:UniRef100_P0A2U1, UniRef:UniRef50_P0AFH0, UniRef:UniRef90_P0A2U1"
"methylenetetrahydrofolate reductase","metF",9,"GEGEGB_18510","EC:1.5.1.20, EC:1.5.1.54, GO:0004489, GO:0005829, GO:0009086, GO:0035999, GO:0106312, RefSeq:WP_000007507.1, SO:0001217, UniParc:UPI000005A5FC, UniRef:UniRef100_A0A5I0KY86, UniRef:UniRef50_P0AEZ1, UniRef:UniRef90_P0AEZ1"
"methylglyoxal synthase","mgsA",9,"GEGEGB_09765","COG:COG1803, COG:G, EC:4.2.3.3, GO:0006007, GO:0008929, GO:0019242, RefSeq:WP_000424187.1, SO:0001217, UniParc:UPI000005A008, UniRef:UniRef100_B5F1W0, UniRef:UniRef50_A8AIB5, UniRef:UniRef90_A8AIB5"
"methylisocitrate lyase","prpB",9,"GEGEGB_13160","COG:COG2513, COG:G, EC:4.1.3.30, GO:0000287, GO:0019629, GO:0046421, GO:0140677, RefSeq:WP_000052221.1, SO:0001217, UniParc:UPI000005A267, UniRef:UniRef100_A0A603N3R3, UniRef:UniRef50_Q56062, UniRef:UniRef90_Q56062"
"microcin C ABC transporter ATP-binding protein YejF","yejF",9,"GEGEGB_03405","COG:COG4172, COG:Q, GO:0000166, GO:0005524, GO:0006810, RefSeq:WP_000203612.1, SO:0001217, UniParc:UPI0000059BBA, UniRef:UniRef100_A0A3U7XM41, UniRef:UniRef50_P33916, UniRef:UniRef90_A0A2I5HEF9"
"miniconductance mechanosensitive channel MscM","mscM",9,"GEGEGB_23225","COG:COG3264, COG:M, GO:0016020, GO:0055085, RefSeq:WP_001236760.1, SO:0001217, UniParc:UPI000005A921, UniRef:UniRef100_A0A725GAT5, UniRef:UniRef50_P39285, UniRef:UniRef90_A0A379TH57"
"molecular chaperone","yegD",9,"GEGEGB_03965","COG:COG0443, COG:O, GO:0005524, GO:0016887, RefSeq:WP_000469615.1, SO:0001217, UniParc:UPI0000059C21, UniRef:UniRef100_A0A725VD69, UniRef:UniRef50_P36928, UniRef:UniRef90_A0A0K0HBX4"
"molecular chaperone DnaJ","dnaJ",9,"GEGEGB_00070","COG:COG0484, COG:O, EC:1.8.4.-, GO:0005515, GO:0005524, GO:0005737, GO:0006260, GO:0006457, GO:0008270, GO:0009408, GO:0031072, GO:0051082, RefSeq:WP_001119009.1, SO:0001217, UniParc:UPI000005996E, UniRef:UniRef100_B5F6Y9, UniRef:UniRef50_Q0K758, UniRef:UniRef90_Q7UDU1"
"molecular chaperone DnaK","dnaK",9,"GEGEGB_00060","COG:COG0443, COG:O, GO:0005524, GO:0006457, GO:0016887, GO:0051082, GO:0140662, RefSeq:WP_000516126.1, SO:0001217, UniParc:UPI000005996D, UniRef:UniRef100_B5F6Y8, UniRef:UniRef50_Q5ZTY3, UniRef:UniRef90_A8ALU3"
"molecular chaperone HtpG","htpG",9,"GEGEGB_12510","COG:COG0326, COG:O, GO:0005524, GO:0005829, GO:0006457, GO:0006974, GO:0009408, GO:0016887, GO:0051082, GO:0140662, RefSeq:WP_001682145.1, SO:0001217, UniParc:UPI000012CDE8, UniRef:UniRef100_P58479, UniRef:UniRef50_P58480, UniRef:UniRef90_P58480"
"molecular chaperone OsmY","osmY",9,"GEGEGB_24320","COG:COG2823, COG:M, RefSeq:WP_000178963.1, SO:0001217, UniParc:UPI000005A9DA, UniRef:UniRef100_A0A8E6Y2X4, UniRef:UniRef50_A0A5X0LM07, UniRef:UniRef90_A0A5X0LM07"
"molecular chaperone Skp","skp",9,"GEGEGB_01205","COG:COG2825, COG:MO, GO:0022417, GO:0030288, GO:0032978, GO:0050821, GO:0051082, GO:0061077, RefSeq:WP_000758966.1, SO:0001217, UniParc:UPI0000059A3F, UniRef:UniRef100_Q57T30, UniRef:UniRef50_P58607, UniRef:UniRef90_Q57T30"
"molecular chaperone TorD","torD",9,"GEGEGB_19520","COG:COG3381, COG:O, GO:0005737, GO:0006457, GO:0051259, KEGG:K03533, RefSeq:WP_000595416.1, SO:0001217, UniParc:UPI000005A6A8, UniRef:UniRef100_B5FME2, UniRef:UniRef50_A9MJV6, UniRef:UniRef90_A9MJV6"
"molybdate ABC transporter ATP-binding protein ModF","modF",9,"GEGEGB_11125","COG:COG1119, COG:P, GO:0005524, RefSeq:WP_000096923.1, SO:0001217, UniParc:UPI000005A104, UniRef:UniRef100_A0A726A9T1, UniRef:UniRef50_P31060, UniRef:UniRef90_A0A379QM59"
"molybdate ABC transporter permease subunit","modB",9,"GEGEGB_11105","COG:COG4149, COG:P, EC:7.3.2.-, GO:0015098, GO:0015689, GO:0016020, RefSeq:WP_000604026.1, SO:0001217, UniParc:UPI000005A100, UniRef:UniRef100_A0A8E7CNB5, UniRef:UniRef50_P0AF02, UniRef:UniRef90_A0A0F1LFI2"
"molybdenum ABC transporter ATP-binding protein ModC","modC",9,"GEGEGB_11100","COG:COG4148, COG:P, EC:7.3.2.5, GO:0005524, GO:0005886, GO:0015098, GO:0015412, GO:0015689, GO:0016020, GO:0016887, GO:0032991, RefSeq:WP_000891721.1, SO:0001217, UniParc:UPI000005A0FF, UniRef:UniRef100_Q8Z8A4, UniRef:UniRef50_P09833, UniRef:UniRef90_P09833"
"molybdenum cofactor biosynthesis protein B","moaB",9,"GEGEGB_11000","COG:COG0521, COG:H, GO:0003824, GO:0006777, RefSeq:WP_000084604.1, SO:0001217, UniParc:UPI000005A0EC, UniRef:UniRef100_A0A5H6KRV1, UniRef:UniRef50_P0AF00, UniRef:UniRef90_A0A1B3EZ39"
"molybdenum cofactor guanylyltransferase MobA","mobA",9,"GEGEGB_19135","COG:COG0746, COG:H, EC:2.7.7.77, GO:0005525, GO:0005737, GO:0006777, GO:0046872, GO:0061603, KEGG:K03752, RefSeq:WP_001046874.1, SO:0001217, UniParc:UPI000005A668, UniRef:UniRef100_Q8Z2R9, UniRef:UniRef50_P32173, UniRef:UniRef90_Q8Z2R9"
"molybdenum-dependent transcriptional regulator","modE",9,"GEGEGB_11120","COG:COG3585, COG:H, GO:0003700, GO:0006355, GO:0015689, GO:0030151, RefSeq:WP_001147416.1, SO:0001217, UniParc:UPI000005A103, UniRef:UniRef100_A0A5I0KS64, UniRef:UniRef50_P58497, UniRef:UniRef90_S5NC94"
"molybdopterin adenylyltransferase","mog",9,"GEGEGB_00040","EC:2.7.7.75, GO:0006777, RefSeq:WP_001094677.1, SO:0001217, UniParc:UPI0000059969, UniRef:UniRef100_A0A725G9S9, UniRef:UniRef50_P44645, UniRef:UniRef90_A0A0F5B902"
"molybdopterin molybdotransferase MoeA","moeA",9,"GEGEGB_10765","BlastRules:WP_014343820, COG:COG0303, COG:H, EC:2.10.1.1, GO:0005737, GO:0005829, GO:0006777, GO:0032324, GO:0046872, GO:0061599, RefSeq:WP_001681592.1, SO:0001217, UniParc:UPI000190ABDD, UniRef:UniRef100_A0A725JVG3, UniRef:UniRef50_Q56066, UniRef:UniRef90_Q56066"
"molybdopterin synthase catalytic subunit MoaE","moaE",9,"GEGEGB_10985","EC:2.8.1.12, GO:0005829, GO:0006777, GO:0030366, RefSeq:WP_000545202.1, SO:0001217, UniParc:UPI000005A0E9, UniRef:UniRef100_P65399, UniRef:UniRef50_P65399, UniRef:UniRef90_P65399"
"molybdopterin synthase sulfur carrier subunit","moaD",9,"GEGEGB_10990","COG:COG1977, COG:H, EC:2.8.1.12, GO:0006777, RefSeq:WP_000598583.1, SO:0001217, UniParc:UPI000160899E, UniRef:UniRef100_A0A725G0I4, UniRef:UniRef50_P30748, UniRef:UniRef90_A0A2I5HIT3"
"molybdopterin-guanine dinucleotide biosynthesis protein MobB","mobB",9,"GEGEGB_19140","COG:COG1763, COG:H, GO:0005525, GO:0006777, SO:0001217, UniRef:UniRef50_A0A0W8ALX0, UniRef:UniRef90_A0A6C6Z9H5"
"molybdopterin-synthase adenylyltransferase MoeB","moeB",9,"GEGEGB_10770","COG:COG0476, COG:H, EC:2.7.7.80, GO:0004792, GO:0005524, GO:0005737, GO:0005829, GO:0006777, GO:0008146, GO:0008641, GO:0016779, GO:0046872, GO:0061605, RefSeq:WP_000829275.1, SO:0001217, UniParc:UPI000005A0CA, UniRef:UniRef100_A0A725VMS2, UniRef:UniRef50_P12282, UniRef:UniRef90_Q56067"
"monofunctional biosynthetic peptidoglycan transglycosylase","mtgA",9,"GEGEGB_17080","COG:COG0744, COG:M, EC:2.4.1.129, GO:0005886, GO:0008360, GO:0008955, GO:0009252, GO:0009274, GO:0016020, GO:0016763, GO:0071555, RefSeq:WP_000044653.1, SO:0001217, UniParc:UPI000005A517, UniRef:UniRef100_Q8Z3G0, UniRef:UniRef50_Q48465, UniRef:UniRef90_Q8Z3G0"
"monothiol glutaredoxin 4","grxD",9,"GEGEGB_06905","BlastRules:WP_000108172, COG:COG0278, COG:O, GO:0005737, GO:0015036, GO:0016491, GO:0046872, GO:0051537, RefSeq:WP_000108176.1, SO:0001217, UniParc:UPI0000059E15, UniRef:UniRef100_A0A8E6XZV6, UniRef:UniRef50_P0AC71, UniRef:UniRef90_P0AC71"
"multicopper oxidase CueO","cueO",9,"GEGEGB_00920","COG:COG2132, COG:DPM, EC:1.16.3.1, EC:1.16.3.4, GO:0004322, GO:0005507, GO:0016491, GO:0030288, KEGG:K14588, RefSeq:WP_000946058.1, SO:0001217, UniParc:UPI0000059A0C, UniRef:UniRef100_Q8Z9E1, UniRef:UniRef50_P36649, UniRef:UniRef90_Q8ZRS2"
"multidrug ABC transporter permease/ATP-binding protein","yojI",9,"GEGEGB_03235","COG:COG4615, COG:P, GO:0005524, GO:0015833, GO:0016020, GO:0016887, GO:0042626, GO:0042884, GO:0043190, GO:0046677, GO:0140359, GO:1904680, RefSeq:WP_000421580.1, SO:0001217, UniParc:UPI0000059B9B, UniRef:UniRef100_A0A725GD45, UniRef:UniRef50_P33941, UniRef:UniRef90_P33941"
"multidrug efflux MFS transporter EmrD","emrD",9,"GEGEGB_19630","BlastRules:WP_000828740, BlastRules:WP_000828746, BlastRules:WP_115740452, COG:COG2814, COG:G, GO:0016020, GO:0042908, GO:0042910, RefSeq:WP_000828742.1, SO:0001217, UniParc:UPI000005A6B6, UniRef:UniRef100_A0A725K3C2, UniRef:UniRef50_P31442, UniRef:UniRef90_A8ACI3"
"multidrug efflux MFS transporter MdtG","mdtG",9,"GEGEGB_09335","COG:COG2814, COG:G, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_000075040.1, SO:0001217, UniParc:UPI0000059FC2, UniRef:UniRef100_Q8Z7L7, UniRef:UniRef50_B7NL82, UniRef:UniRef90_B7LT82"
"multidrug efflux MFS transporter MdtH","mdtH",9,"GEGEGB_09275","COG:COG3104, COG:E, GO:0005886, GO:0022857, GO:0046677, GO:0055085, RefSeq:WP_000092170.1, SO:0001217, UniParc:UPI0000059FB7, UniRef:UniRef100_Q8Z7L0, UniRef:UniRef50_Q7AFA1, UniRef:UniRef90_B7NL69"
"multidrug efflux MFS transporter MdtM","mdtM",9,"GEGEGB_24120","COG:COG2814, COG:G, GO:0005886, GO:0015385, GO:0016020, GO:0022857, GO:0046677, GO:0055085, GO:1990961, RefSeq:WP_001188918.1, SO:0001217, UniParc:UPI000005A9BC, UniRef:UniRef100_Q8XFG0, UniRef:UniRef50_P39386, UniRef:UniRef90_Q8XFG0"
"multidrug efflux MFS transporter periplasmic adaptor subunit EmrA","emrA",9,"GEGEGB_14290","COG:COG1566, COG:V, RefSeq:WP_001275597.1, SO:0001217, UniParc:UPI000005A328, UniRef:UniRef100_A0A725G3R8, UniRef:UniRef50_P27303, UniRef:UniRef90_C0PWL3"
"multidrug efflux MFS transporter permease subunit EmrB","emrB",9,"GEGEGB_14295","BlastRules:WP_001295176, COG:COG2814, COG:G, GO:0005886, GO:0009636, GO:0016020, GO:0022857, GO:0046677, GO:0055085, GO:0098567, GO:0140330, GO:1990281, GO:1990961, RefSeq:WP_001187289.1, SO:0001217, UniParc:UPI000005A329, UniRef:UniRef100_A0A725G2F1, UniRef:UniRef50_Q9RQ29, UniRef:UniRef90_P0AEJ1"
"multidrug efflux RND transporter periplasmic adaptor subunit AcrA","acrA",9,"GEGEGB_12565","BlastRules:WP_001039202, BlastRules:WP_001295324, BlastRules:WP_002892072, BlastRules:WP_021241633, COG:COG0845, COG:MV, GO:0015721, GO:0022857, GO:0030288, GO:0042802, GO:0042908, GO:0046677, GO:0098567, GO:0140330, GO:1990281, RefSeq:WP_001039199.1, SO:0001217, UniParc:UPI000005A1FA, UniRef:UniRef100_A0A725G9W4, UniRef:UniRef50_P0AE07, UniRef:UniRef90_P0AE07"
"multidrug efflux RND transporter permease AcrD","acrD",9,"GEGEGB_02070","COG:COG0841, COG:V, GO:0015562, GO:0042908, RefSeq:WP_001263083.1, SO:0001217, UniParc:UPI0000059ACA, UniRef:UniRef100_A0A3R0E6G6, UniRef:UniRef50_P37637, UniRef:UniRef90_A0A447TYA8"
