"Gene","Non-unique Gene name","Annotation","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"group_219","","putative P-loop ATPase KAP-like","AJBGEP_12025","","","","ODDLKH_13705","","","",""
"group_217","","Polysaccharide biosynthesis protein","","","","","","","","IKCLMC_09565","PKJKAM_20350"
"group_209","","MFS transporter","","HFCAGB_09980","","","","","","","PKJKAM_04635"
"uhpC","uhpC","Sugar phosphate permease","","","BEJGEH_07275","","","","ONMMKP_02120","",""
"ydjK","ydjK","Putative metabolite transport protein YdjK","","HFCAGB_10010","","","","","","","PKJKAM_04665"
"group_200","","Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","","","BEJGEH_10155","","","LNHIMF_10470","","",""
"hsdS","hsdS","Type I restriction enzyme StySJI specificity subunit","AJBGEP_23705","","","","ODDLKH_02000","","","",""
"tssA","tssA","type VI secretion system protein TssA","","HFCAGB_05975","BEJGEH_05240","","","","","",""
"manB","manB","Phosphomannomutase","","","","","","","","IKCLMC_09605","PKJKAM_20390"
"gogB","gogB","type III secretion system effector GogB anti-inflammatory effector","AJBGEP_13825","","","","","","","IKCLMC_05955",""
"tssC","tssC","type VI secretion system contractile sheath large subunit","","HFCAGB_06025","BEJGEH_05290","","","","","",""
"group_154","","Long-chain fatty acid--CoA ligase","","","BEJGEH_10150","","","LNHIMF_10465","","",""
"fliC","fliC","Flagellin","","HFCAGB_06295","BEJGEH_05545","","","","","",""
"group_139","","phage portal protein","AJBGEP_05155","HFCAGB_06895","","","","","","",""
"group_116","","IS481 family transposase","AJBGEP_24330","HFCAGB_24240","","","","","","",""
"group_114","sgrR","DNA-binding transcriptional regulator SgrR of sgrS sRNA contains a MarR-type HTH domain and a periplasmic-type solute-binding domain","AJBGEP_14575","","","","ODDLKH_15885","","","",""
"arsA","arsA","arsenical pump-driving ATPase","","","BEJGEH_10100","","","","","IKCLMC_10000",""
"group_97","yjcR","Uncharacterized conserved protein YjcR contains N-terminal HTH domain","","HFCAGB_14770","","GEGEGB_18005","","","","",""
"yjcR","yjcR","Uncharacterized conserved protein YjcR contains N-terminal HTH domain","","","","","","","ONMMKP_20625","","PKJKAM_09185"
"spvB","spvB","SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB","AJBGEP_24290","HFCAGB_24280","","","","","","",""
"group_91","","Tn3 family transposase","","","","","","LNHIMF_23460","","","PKJKAM_20125"
"group_89","","Glycosyltransferase RgtA/B/C/D-like domain-containing protein","","","","","","","","IKCLMC_11925","PKJKAM_15650"
"oafA","oafA","Peptidoglycan/LPS O-acetylase OafA/YrhL contains acyltransferase and SGNH-hydrolase domains","AJBGEP_11995","","","","ODDLKH_13675","","","",""
"group_86","","DNA 3'-5' helicase","","HFCAGB_23840","","","","","","IKCLMC_16410",""
"group_85","","Inner membrane protein","AJBGEP_14595","","","","ODDLKH_15905","","","",""
"group_83","","DUF262 domain-containing protein","","","","","","","ONMMKP_11265","","PKJKAM_10930"
"tssF","tssF","type VI secretion system baseplate subunit TssF","","HFCAGB_06015","BEJGEH_05280","","","","","",""
"group_73","","Acyltransferase","","HFCAGB_13315","","GEGEGB_02540","","","","",""
"group_63","","Superfamily I DNA and RNA helicases","AJBGEP_14635","","","","ODDLKH_15945","","","",""
"group_59","","Replication gene A protein from bacteriophage origin","","","","","","","ONMMKP_20605","","PKJKAM_09165"
"group_55","clpP","ClpP-like prohead protease/major capsid protein fusion protein","AJBGEP_05160","HFCAGB_06900","","","","","","",""
"group_54","","DUF927 domain-containing protein","AJBGEP_14500","","","","ODDLKH_15815","","","",""
"gpA1","gpA1","Phage terminase large subunit GpA","AJBGEP_05145","HFCAGB_06885","","","","","","",""
"group_36","","Phage-related tail fiber protein","AJBGEP_13860","","","","","","","IKCLMC_05915",""
"faeD","faeD","F4 (K88) fimbrial usher FaeD","","","","","ODDLKH_00905","LNHIMF_22055","","",""
"group_29","","PapC-like C-terminal domain-containing protein","","HFCAGB_12095","","","","LNHIMF_11495","","",""
"group_23","","outer membrane usher protein","","","","","","","ONMMKP_09945","","PKJKAM_03650"
"group_16","","DUF927 domain-containing protein","","","BEJGEH_22855","","","LNHIMF_01790","","",""
"tssH","tssH","type VI secretion system ATPase TssH","","HFCAGB_05985","BEJGEH_05250","","","","","",""
"group_7","","Phage-related minor tail protein","AJBGEP_05200","HFCAGB_06940","","","","","","",""
"tssM","tssM","type VI secretion system membrane subunit TssM","","HFCAGB_05970","BEJGEH_05235","","","","","",""
"group_2927","","hypothetical protein","","","","","","LNHIMF_07140","","",""
"supH","supH","Sugar phosphatase SupH","","HFCAGB_04605","","","","","","",""
"group_2312","","hypothetical protein","AJBGEP_06500","","","","","","","",""
"group_2279","","phage holin lambda family","AJBGEP_14000","","","","","","","",""
"group_2277","ninG","Recombination protein NinG","AJBGEP_14060","","","","","","","",""
"group_2250","","hypothetical protein","","","","","","","","IKCLMC_16650",""
"group_2249","","DUF2190 domain-containing protein","","","","","","","","IKCLMC_11840",""
"group_2248","","Phage-related protein tail assembly protein I","","","","","","","","IKCLMC_05900",""
"group_2247","","hypothetical protein","","","","","","","","IKCLMC_05895",""
"group_2246","gp18","phage minor tail protein L","","","","","","","","IKCLMC_05890",""
"group_2245","","Phage tail protein","","","","","","","","IKCLMC_05885",""
"group_2244","","Phage-related minor tail protein","","","","","","","","IKCLMC_05880",""
"group_2243","","phage minor tail protein G","","","","","","","","IKCLMC_01530",""
"group_2242","yjdB","Uncharacterized conserved protein YjdB contains Ig-like domain","","","","","","","","IKCLMC_01525",""
"group_2241","","Head decoration protein","","","","","","","","IKCLMC_01490",""
"group_2240","","Phage tail protein","","","","","","","","IKCLMC_01070",""
"group_2239","","DNA packaging protein","","","","","","","","IKCLMC_01065",""
"group_2238","","DUF2441 domain-containing protein","","","","","","","","IKCLMC_01005",""
"group_2237","","hypothetical protein","","","","","","","","IKCLMC_01000",""
"group_2236","","Lipocalin-like domain-containing protein","","","","","","","","IKCLMC_00990",""
"fin","fin","serine-type DNA invertase Fin","","","","","","","ONMMKP_20935","",""
"group_2235","","Tail fiber assembly like-protein","","","","","","","ONMMKP_20925","",""
"group_2234","","Tail fiber assembly protein","","","","","","","ONMMKP_20920","",""
"group_2233","tnp","IS6 family IS15DIV transposase","","","","","","LNHIMF_23570","","",""
"group_2232","tnp","IS6 family IS15DIV transposase","","","","","","LNHIMF_23540","","",""
"group_2231","","Sb23","","","","","","LNHIMF_21620","","",""
"group_2230","","Baseplate protein J-like domain-containing protein","","","","","","LNHIMF_21615","","",""
"group_2229","","Phage protein GP46","","","","","","LNHIMF_21610","","",""
"group_2228","","Sb19","","","","","","LNHIMF_21605","","",""
"group_2227","","Baseplate protein","","","","","","LNHIMF_21600","","",""
"group_2226","","phage major capsid protein","","","","","","LNHIMF_21595","","",""
"group_2225","","Sb15","","","","","","LNHIMF_21580","","",""
"group_2224","","Phage tail protein","","","","","","LNHIMF_21575","","",""
"group_2223","","Sb13","","","","","","LNHIMF_21570","","",""
"group_2222","","DUF2635 domain-containing protein","","","","","","LNHIMF_21565","","",""
"group_2221","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_23525","","","","",""
"group_2220","gpD","Phage protein D","","","","GEGEGB_18130","","","","",""
"group_2219","","Phage protein U","","","","GEGEGB_18125","","","","",""
"group_2218","","Phage-related tail protein","","","","GEGEGB_18120","","","","",""
"group_2217","","Phage tail assembly protein","","","","GEGEGB_18115","","","","",""
"group_2216","","phage major tail tube protein","","","","GEGEGB_18110","","","","",""
"group_2215","","Phage tail sheath protein FI","","","","GEGEGB_18105","","","","",""
"group_2214","spoIVCA","Site-specific DNA recombinase SpoIVCA/DNA invertase PinE","","","","GEGEGB_18100","","","","",""
"group_2213","gpI","phage tail protein I","","","","GEGEGB_18080","","","","",""
"group_2212","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_15895","","","","",""
"group_2211","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_15775","","","","",""
"group_2210","","hypothetical protein","","","","GEGEGB_15725","","","","",""
"group_2209","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_15720","","","","",""
"group_2208","","hypothetical protein","","","","GEGEGB_15350","","","","",""
"group_2207","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_15345","","","","",""
"group_2206","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_15285","","","","",""
"group_2205","spoIVCA","Site-specific DNA recombinase SpoIVCA/DNA invertase PinE","","","","GEGEGB_14060","","","","",""
"group_2204","","Phage tail sheath protein FI","","","","GEGEGB_14055","","","","",""
"group_2203","","phage major tail tube protein","","","","GEGEGB_14050","","","","",""
"group_2202","","Phage tail assembly protein","","","","GEGEGB_14045","","","","",""
"group_2201","","Phage-related tail protein","","","","GEGEGB_14040","","","","",""
"group_2200","","Phage protein U","","","","GEGEGB_14035","","","","",""
"group_2199","gpD","Phage protein D","","","","GEGEGB_14030","","","","",""
"group_2198","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_12985","","","","",""
"group_2197","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_12655","","","","",""
"group_2196","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_11895","","","","",""
"group_2194","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_09685","","","","",""
"group_2193","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_09175","","","","",""
"group_2192","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_08210","","","","",""
"group_2191","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_07415","","","","",""
"group_2190","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_06105","","","","",""
"group_2189","tnp","IS200/IS605 family IS200F transposase","","","","GEGEGB_03190","","","","",""
"group_2187","","hypothetical protein","","","BEJGEH_22910","","","","","",""
"group_2186","tnp","IS3 family ISSen1 transposase ORF A","","","BEJGEH_22905","","","","","",""
"group_2185","tnp","IS4 family IS10R transposase","","","BEJGEH_21810","","","","","",""
"group_2184","","IS110 family transposase","","","BEJGEH_21735","","","","","",""
"group_2183","","IS110 family transposase","","","BEJGEH_17665","","","","","",""
"group_2182","","hypothetical protein","","","BEJGEH_17550","","","","","",""
"group_2181","tnp","IS4 family IS10R transposase","","","BEJGEH_15205","","","","","",""
"group_2180","tnp","IS4 family IS10R transposase","","","BEJGEH_14610","","","","","",""
"group_2179","tnp","IS4 family IS10R transposase","","","BEJGEH_12970","","","","","",""
"group_2178","tnp","IS3 family ISSen1 transposase","","","BEJGEH_09825","","","","","",""
"group_2177","","hypothetical protein","","","BEJGEH_09820","","","","","",""
"group_2176","tnp","IS3 family ISSen1 transposase ORF A","","","BEJGEH_09815","","","","","",""
"group_2175","tnp","IS4 family IS10R transposase","","","BEJGEH_07530","","","","","",""
"group_2174","","IS110 family transposase","","","BEJGEH_04105","","","","","",""
"group_2173","tnp","IS4 family IS10R transposase","","","BEJGEH_02460","","","","","",""
"group_2172","tnp","IS4 family IS10R transposase","","","BEJGEH_01570","","","","","",""
"dinI","dinI","Gifsy-1 prophage DinI","AJBGEP_06320","","","","","","","",""
"group_2170","hisL","his operon leader peptide","","","","GEGEGB_04255","","","","",""
"group_2169","","Phage virulence factor","","","","","","LNHIMF_09695","","",""
"group_2164","","DUF551 domain-containing protein","","","","","ODDLKH_08335","","","",""
"group_2162","","Histone H1","","","","","","","","","PKJKAM_15815"
"group_2157","","hypothetical protein","","","","","","LNHIMF_13935","","",""
"group_2156","","hypothetical protein","","","","GEGEGB_23050","","","","",""
"group_2155","","hypothetical protein","","HFCAGB_03080","","","","","","",""
"group_2154","","hypothetical protein","","HFCAGB_01535","","","","","","",""
"group_2153","","hypothetical protein","","","","","","","ONMMKP_03810","",""
"group_2152","","hypothetical protein","","","","","","LNHIMF_02990","","",""
"group_2151","","hypothetical protein","","","","GEGEGB_22350","","","","",""
"group_2150","","hypothetical protein","","","","GEGEGB_00530","","","","",""
"group_2149","","hypothetical protein","","","BEJGEH_09975","","","","","",""
"group_2145","","hypothetical protein","","","BEJGEH_06010","","","","","",""
"group_2140","","Transposase","","","BEJGEH_19040","","","","","",""
"group_2139","","hypothetical protein","","","BEJGEH_15210","","","","","",""
"group_2138","","hypothetical protein","","","BEJGEH_07665","","","","","",""
"group_2136","","Gp60","","","","","","LNHIMF_02925","","",""
"group_2135","","Hypothetical phage-related protein","","","","","ODDLKH_08345","","","",""
"group_2134","","hypothetical protein","","","BEJGEH_22995","","","","","",""
"group_2132","","hypothetical protein","","HFCAGB_06780","","","","","","",""
"group_2131","","hypothetical protein","","","BEJGEH_15945","","","","","",""
"group_2130","","hypothetical protein","","HFCAGB_06040","","","","","","",""
"group_2128","","hypothetical protein","","","","GEGEGB_05420","","","","",""
"group_2126","","Gp51","","HFCAGB_02985","","","","","","",""
"group_2125","","hypothetical protein","AJBGEP_24170","","","","","","","",""
"group_2122","","Short chain dehydrogenase","","","","","","LNHIMF_23575","","",""
"group_2121","","hypothetical protein","","","","","","LNHIMF_23545","","",""
"group_2120","symE","Toxin-module SymE","","","","","","LNHIMF_01555","","",""
"group_2118","","hypothetical protein","","","","","","","ONMMKP_06845","",""
"group_2117","","IS1380 family transposase","","","","","","","ONMMKP_14815","",""
"group_2116","tnp","IS3 family transposase","","","","","","LNHIMF_11170","","",""
"group_2115","","hypothetical protein","","","","GEGEGB_09035","","","","",""
"group_2113","","Cytoplasmic protein","","HFCAGB_02995","","","","","","",""
"group_2111","","hypothetical protein","","","","GEGEGB_05945","","","","",""
"group_2110","","hypothetical protein","","","BEJGEH_15950","","","","","",""
"group_2109","","hypothetical protein","","HFCAGB_01530","","","","","","",""
"group_2108","","TIGR03758 family integrating conjugative element protein","","","","","","","ONMMKP_11430","",""
"group_2107","","Inner membrane protein","","","","","","LNHIMF_22040","","",""
"group_2106","","Lambda Phage CIII","","","","","","LNHIMF_02875","","",""
"group_2105","","hypothetical protein","","","","GEGEGB_02060","","","","",""
"group_2103","","GpE family phage tail protein","","","BEJGEH_22875","","","","","",""
"group_2102","","hypothetical protein","","","BEJGEH_00340","","","","","",""
"group_2101","","Bacteriophage P22 eaA - eaI genes","","","","","","","","IKCLMC_11635",""
"group_2100","","dehydrogenase","","","","","","LNHIMF_02815","","",""
"group_2099","","GpE family phage tail protein","","","","GEGEGB_07175","","","","",""
"group_2097","","Transposase","","","","","","LNHIMF_23680","","",""
"group_2096","","hypothetical protein","","","","GEGEGB_20775","","","","",""
"group_2095","","Protease FtsH-inhibitory lysogeny factor CIII","","HFCAGB_02990","","","","","","",""
"group_2092","","Antibiotic ABC transporter permease","","","","","","","ONMMKP_03950","",""
"group_2091","","Phage tail assembly protein","","","","","","LNHIMF_10760","","",""
"group_2089","","hypothetical protein","","","","","","","","","PKJKAM_20110"
"kil","kil","Protein kil","","","","","","LNHIMF_02870","","",""
"group_2086","","SMODS and SLOG-associating 2TM effector domain-containing protein","","HFCAGB_11290","","","","","","",""
"group_2083","","Type I toxin-antitoxin system Hok family toxin","","","","","","","","IKCLMC_04515",""
"group_2081","","Arm DNA-binding domain-containing protein","","","","","","","ONMMKP_11480","",""
"group_2080","","Phage tail protein","","","","","","LNHIMF_03475","","",""
"group_2079","msgA","Virulence protein MsgA","","","BEJGEH_11340","","","","","",""
"group_2078","","Mutator family transposase","","","","","","","ONMMKP_07990","",""
"group_2077","","Protease FtsH-inhibitory lysogeny factor CIII","","","","","","","ONMMKP_03940","",""
