"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"methionine ABC transporter ATP-binding protein MetN","metN",9,"GEGEGB_01345","BlastRules:WP_000594016, BlastRules:WP_000594021, COG:COG1135, COG:E, EC:7.4.2.11, GO:0005524, GO:0005886, GO:0009276, GO:0009898, GO:0016887, GO:0033232, GO:0048473, GO:0055052, RefSeq:WP_000594016.1, SO:0001217, UniParc:UPI0000059A55, UniRef:UniRef100_Q8Z990, UniRef:UniRef50_P30750, UniRef:UniRef90_P30750"
"methionine ABC transporter substrate-binding lipoprotein MetQ","metQ",9,"GEGEGB_01335","BlastRules:WP_000874226, GO:0005886, GO:0006865, RefSeq:WP_000874217.1, SO:0001217, UniParc:UPI0000059A53, UniRef:UniRef100_Q8Z992, UniRef:UniRef50_P28635, UniRef:UniRef90_P28635"
"methyl viologen efflux MFS transporter SmvA","smvA",9,"GEGEGB_07850","BlastRules:WP_114508864, COG:COG0477, COG:GEPR, GO:0005886, GO:0016020, GO:0022857, RefSeq:WP_000489748.1, SO:0001217, UniParc:UPI0000059EBC, UniRef:UniRef100_A0A725VK96, UniRef:UniRef50_D0ZXQ3, UniRef:UniRef90_D0ZXQ3"
"methyl-accepting chemotaxis citrate transducer","tcp",9,"GEGEGB_20855","BlastRules:WP_000789683, COG:COG0840, COG:T, GO:0004888, GO:0005886, GO:0006935, GO:0007165, RefSeq:WP_000789682.1, SO:0001217, UniParc:UPI000005A77D, UniRef:UniRef100_A0A6C8G2B5, UniRef:UniRef50_Q02755, UniRef:UniRef90_Q02755"
"methylisocitrate lyase","prpB",9,"GEGEGB_13160","COG:COG2513, COG:G, EC:4.1.3.30, GO:0000287, GO:0019629, GO:0046421, GO:0140677, RefSeq:WP_000052221.1, SO:0001217, UniParc:UPI000005A267, UniRef:UniRef100_A0A603N3R3, UniRef:UniRef50_Q56062, UniRef:UniRef90_Q56062"
"microcin C ABC transporter ATP-binding protein YejF","yejF",9,"GEGEGB_03405","COG:COG4172, COG:Q, GO:0000166, GO:0005524, GO:0006810, RefSeq:WP_000203612.1, SO:0001217, UniParc:UPI0000059BBA, UniRef:UniRef100_A0A3U7XM41, UniRef:UniRef50_P33916, UniRef:UniRef90_A0A2I5HEF9"
"miniconductance mechanosensitive channel MscM","mscM",9,"GEGEGB_23225","COG:COG3264, COG:M, GO:0016020, GO:0055085, RefSeq:WP_001236760.1, SO:0001217, UniParc:UPI000005A921, UniRef:UniRef100_A0A725GAT5, UniRef:UniRef50_P39285, UniRef:UniRef90_A0A379TH57"
"molybdate ABC transporter ATP-binding protein ModF","modF",9,"GEGEGB_11125","COG:COG1119, COG:P, GO:0005524, RefSeq:WP_000096923.1, SO:0001217, UniParc:UPI000005A104, UniRef:UniRef100_A0A726A9T1, UniRef:UniRef50_P31060, UniRef:UniRef90_A0A379QM59"
"molybdate ABC transporter permease subunit","modB",9,"GEGEGB_11105","COG:COG4149, COG:P, EC:7.3.2.-, GO:0015098, GO:0015689, GO:0016020, RefSeq:WP_000604026.1, SO:0001217, UniParc:UPI000005A100, UniRef:UniRef100_A0A8E7CNB5, UniRef:UniRef50_P0AF02, UniRef:UniRef90_A0A0F1LFI2"
"molybdenum ABC transporter ATP-binding protein ModC","modC",9,"GEGEGB_11100","COG:COG4148, COG:P, EC:7.3.2.5, GO:0005524, GO:0005886, GO:0015098, GO:0015412, GO:0015689, GO:0016020, GO:0016887, GO:0032991, RefSeq:WP_000891721.1, SO:0001217, UniParc:UPI000005A0FF, UniRef:UniRef100_Q8Z8A4, UniRef:UniRef50_P09833, UniRef:UniRef90_P09833"
"multidrug ABC transporter permease/ATP-binding protein","yojI",9,"GEGEGB_03235","COG:COG4615, COG:P, GO:0005524, GO:0015833, GO:0016020, GO:0016887, GO:0042626, GO:0042884, GO:0043190, GO:0046677, GO:0140359, GO:1904680, RefSeq:WP_000421580.1, SO:0001217, UniParc:UPI0000059B9B, UniRef:UniRef100_A0A725GD45, UniRef:UniRef50_P33941, UniRef:UniRef90_P33941"
"multidrug efflux MFS transporter EmrD","emrD",9,"GEGEGB_19630","BlastRules:WP_000828740, BlastRules:WP_000828746, BlastRules:WP_115740452, COG:COG2814, COG:G, GO:0016020, GO:0042908, GO:0042910, RefSeq:WP_000828742.1, SO:0001217, UniParc:UPI000005A6B6, UniRef:UniRef100_A0A725K3C2, UniRef:UniRef50_P31442, UniRef:UniRef90_A8ACI3"
"multidrug efflux MFS transporter MdtG","mdtG",9,"GEGEGB_09335","COG:COG2814, COG:G, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_000075040.1, SO:0001217, UniParc:UPI0000059FC2, UniRef:UniRef100_Q8Z7L7, UniRef:UniRef50_B7NL82, UniRef:UniRef90_B7LT82"
"multidrug efflux MFS transporter MdtH","mdtH",9,"GEGEGB_09275","COG:COG3104, COG:E, GO:0005886, GO:0022857, GO:0046677, GO:0055085, RefSeq:WP_000092170.1, SO:0001217, UniParc:UPI0000059FB7, UniRef:UniRef100_Q8Z7L0, UniRef:UniRef50_Q7AFA1, UniRef:UniRef90_B7NL69"
"multidrug efflux MFS transporter MdtM","mdtM",9,"GEGEGB_24120","COG:COG2814, COG:G, GO:0005886, GO:0015385, GO:0016020, GO:0022857, GO:0046677, GO:0055085, GO:1990961, RefSeq:WP_001188918.1, SO:0001217, UniParc:UPI000005A9BC, UniRef:UniRef100_Q8XFG0, UniRef:UniRef50_P39386, UniRef:UniRef90_Q8XFG0"
"multidrug efflux MFS transporter periplasmic adaptor subunit EmrA","emrA",9,"GEGEGB_14290","COG:COG1566, COG:V, RefSeq:WP_001275597.1, SO:0001217, UniParc:UPI000005A328, UniRef:UniRef100_A0A725G3R8, UniRef:UniRef50_P27303, UniRef:UniRef90_C0PWL3"
"multidrug efflux MFS transporter permease subunit EmrB","emrB",9,"GEGEGB_14295","BlastRules:WP_001295176, COG:COG2814, COG:G, GO:0005886, GO:0009636, GO:0016020, GO:0022857, GO:0046677, GO:0055085, GO:0098567, GO:0140330, GO:1990281, GO:1990961, RefSeq:WP_001187289.1, SO:0001217, UniParc:UPI000005A329, UniRef:UniRef100_A0A725G2F1, UniRef:UniRef50_Q9RQ29, UniRef:UniRef90_P0AEJ1"
"multidrug efflux RND transporter periplasmic adaptor subunit AcrA","acrA",9,"GEGEGB_12565","BlastRules:WP_001039202, BlastRules:WP_001295324, BlastRules:WP_002892072, BlastRules:WP_021241633, COG:COG0845, COG:MV, GO:0015721, GO:0022857, GO:0030288, GO:0042802, GO:0042908, GO:0046677, GO:0098567, GO:0140330, GO:1990281, RefSeq:WP_001039199.1, SO:0001217, UniParc:UPI000005A1FA, UniRef:UniRef100_A0A725G9W4, UniRef:UniRef50_P0AE07, UniRef:UniRef90_P0AE07"
"multidrug efflux RND transporter permease AcrD","acrD",9,"GEGEGB_02070","COG:COG0841, COG:V, GO:0015562, GO:0042908, RefSeq:WP_001263083.1, SO:0001217, UniParc:UPI0000059ACA, UniRef:UniRef100_A0A3R0E6G6, UniRef:UniRef50_P37637, UniRef:UniRef90_A0A447TYA8"
"multidrug efflux RND transporter permease subunit MdtB","mdtB",9,"GEGEGB_03945","BlastRules:WP_001197805, BlastRules:WP_001197875, COG:COG0841, COG:V, GO:0005886, GO:0016020, GO:0022857, GO:0055085, RefSeq:WP_001197813.1, SO:0001217, UniParc:UPI0000059C1F, UniRef:UniRef100_Q8Z5F7, UniRef:UniRef50_D0JNB0, UniRef:UniRef90_P69340"
"multidrug efflux RND transporter permease subunit MdtC","mdtC",9,"GEGEGB_03940","BlastRules:WP_000667481, BlastRules:WP_001210077, COG:COG0841, COG:V, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_001210089.1, SO:0001217, UniParc:UPI0000059C1E, UniRef:UniRef100_Q8Z5F6, UniRef:UniRef50_Q7ACM1, UniRef:UniRef90_Q7ACM1"
"multidrug efflux RND transporter subunit MdtA","mdtA",9,"GEGEGB_03950","BlastRules:WP_000678822, BlastRules:WP_000678989, COG:COG0845, COG:MV, GO:0005886, GO:0015562, GO:0016020, GO:0022857, GO:0055085, GO:1990281, KEGG:K07799, RefSeq:WP_000678826.1, SO:0001217, UniParc:UPI0000059C20, UniRef:UniRef100_Q8Z5F8, UniRef:UniRef50_Q8ZNQ3, UniRef:UniRef90_Q8ZNQ3"
"multidrug efflux transporter transcriptional repressor AcrR","acrR",9,"GEGEGB_12560","BlastRules:WP_000101745, BlastRules:WP_000101755, BlastRules:WP_002892080, COG:COG1309, COG:K, RefSeq:WP_000101755.1, SO:0001217, UniParc:UPI000005A1F9, UniRef:UniRef100_A0A5H9YGS0, UniRef:UniRef50_P0ACT0, UniRef:UniRef90_A9MLZ5"
"multidrug resistance outer membrane protein MdtQ","mdtQ",9,"GEGEGB_03655","COG:COG1538, COG:M, GO:0015562, GO:0016020, GO:0055085, RefSeq:WP_001081453.1, SO:0001217, UniParc:UPI0000059BE6, UniRef:UniRef100_A0A603BP47, UniRef:UniRef50_P33369, UniRef:UniRef90_A0A3J8SXG5"
"multidrug/biocide efflux PACE transporter",NA,9,"GEGEGB_15425","COG:COG4125, COG:S, RefSeq:WP_001519547.1, SO:0001217, UniParc:UPI00016045AA, UniRef:UniRef100_A0A3T3ENT5, UniRef:UniRef50_S5MZU1, UniRef:UniRef90_S5MZU1"
"multidrug/spermidine efflux SMR transporter subunit MdtI","mdtI",9,"GEGEGB_07385","COG:COG2076, COG:V, GO:0005886, GO:0015199, GO:0015220, GO:0015297, GO:0015606, GO:0015871, GO:0031460, GO:0042221, GO:1903711, RefSeq:WP_001183821.1, SO:0001217, UniParc:UPI0000059E75, UniRef:UniRef100_B5F6G3, UniRef:UniRef50_Q2NVC1, UniRef:UniRef90_P0C7H7"
"murein biosynthesis integral membrane protein MurJ","murJ",9,"GEGEGB_09255","COG:COG0728, COG:M, GO:0005886, GO:0008360, GO:0009252, GO:0015648, GO:0015836, GO:0034204, GO:0071555, SO:0001217, UniRef:UniRef50_P0AF16, UniRef:UniRef90_P37169"
"murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF","oppF",9,"GEGEGB_08750","BlastRules:WP_000994906, BlastRules:WP_010906164, COG:COG0444, COG:EP, EC:7.4.2.-, GO:0005524, GO:0015833, RefSeq:WP_000994704.1, SO:0001217, UniParc:UPI0000059F59, UniRef:UniRef100_A0A3U7YX79, UniRef:UniRef50_P08007, UniRef:UniRef90_A0A3S4WN95"
"muropeptide MFS transporter AmpG","ampG",9,"GEGEGB_12740","COG:COG2814, COG:G, GO:0016020, GO:0022857, GO:0055085, SO:0001217, UniRef:UniRef50_A0A0H3KXM2, UniRef:UniRef90_A8AK21"
"nicotinamide riboside transporter PnuC","pnuC",9,"GEGEGB_11185","COG:COG3201, COG:H, GO:0005886, GO:0015663, GO:0015890, GO:0016020, GO:0034257, KEGG:K03811, RefSeq:WP_000345378.1, SO:0001217, UniParc:UPI000005A110, UniRef:UniRef100_A0A5I4K8B9, UniRef:UniRef50_P0AFK2, UniRef:UniRef90_P24520"
"nitrate reductase catalytic subunit NapA","napA",9,"GEGEGB_03260","COG:C, COG:COG0243, EC:1.9.6.1, GO:0005506, GO:0006777, GO:0008940, GO:0009055, GO:0030151, GO:0042128, GO:0042597, GO:0043546, GO:0050140, GO:0051539, RefSeq:WP_000778090.1, SO:0001217, UniParc:UPI0000059B9F, UniRef:UniRef100_Q5PI61, UniRef:UniRef50_P39185, UniRef:UniRef90_Q8XE47"
"nitrate reductase cytochrome c-type subunit","napB",9,"GEGEGB_03275","COG:COG3043, COG:CP, EC:1.9.6.1, RefSeq:WP_000835182.1, SO:0001217, UniParc:UPI0000059BA2, UniRef:UniRef100_A0A6C8GRY9, UniRef:UniRef50_W8SWN0, UniRef:UniRef90_A0A379T8D1"
"nitrate transporter NarK","narK",9,"GEGEGB_08855","BlastRules:WP_000019827, BlastRules:WP_000841851, BlastRules:WP_003898992, BlastRules:WP_010886631, COG:COG2223, COG:P, GO:0005452, GO:0005886, GO:0015112, GO:0015113, GO:0015706, GO:0015707, GO:0042128, GO:0043602, RefSeq:WP_000019848.1, SO:0001217, UniParc:UPI0000059F6B, UniRef:UniRef100_A0A1S0Z519, UniRef:UniRef50_P10903, UniRef:UniRef90_P10903"
"nitrate/nitrite response regulator protein NarP","narP",9,"GEGEGB_03325","COG:COG2197, COG:TK, KEGG:K07685, RefSeq:WP_001115500.1, SO:0001217, UniParc:UPI0000059BAC, UniRef:UniRef100_G5R2J7, UniRef:UniRef50_P31802, UniRef:UniRef90_A0A078LBA0"
"nitrate/nitrite two-component system sensor histidine kinase NarQ","narQ",9,"GEGEGB_02075","COG:COG3850, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0016020, GO:0046983, RefSeq:WP_000216820.1, SO:0001217, UniParc:UPI0000059ACB, UniRef:UniRef100_A0A726AQ95, UniRef:UniRef50_P27896, UniRef:UniRef90_A0A379TAI2"
"nitrate/nitrite two-component system sensor histidine kinase NarX","narX",9,"GEGEGB_08860","COG:COG3850, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0016020, GO:0046983, RefSeq:WP_000476250.1, SO:0001217, UniParc:UPI0000059F6C, UniRef:UniRef100_A0A3Y0J9D1, UniRef:UniRef50_P0AFA3, UniRef:UniRef90_A0A0P8I4F3"
"nitrite transporter NirC","nirC",9,"GEGEGB_21300","COG:COG2116, COG:P, GO:0005886, GO:0022857, GO:0042128, GO:0055085, RefSeq:WP_000493575.1, SO:0001217, UniParc:UPI000005A7CE, UniRef:UniRef100_A0A725K169, UniRef:UniRef50_P0AC26, UniRef:UniRef90_P0AC26"
"nucleoside permease NupC","nupC",9,"GEGEGB_02430","BlastRules:WP_000376337, BlastRules:WP_003244143, COG:COG1972, COG:F, GO:0005886, GO:0015212, GO:0015213, GO:0015506, GO:1901642, RefSeq:WP_000376341.1, SO:0001217, UniParc:UPI0000059B0A, UniRef:UniRef100_A0A725K435, UniRef:UniRef50_P0AFF3, UniRef:UniRef90_P0AFF3"
"oligopeptide ABC transporter permease OppB","oppB",9,"GEGEGB_08770","COG:COG0601, COG:EP, EC:7.4.2.-, GO:0005886, GO:0015031, GO:0015833, GO:0016020, GO:0055085, KEGG:K15581, RefSeq:WP_000911094.1, SO:0001217, UniParc:UPI0000059F5B, UniRef:UniRef100_A0A725FY84, UniRef:UniRef50_P08005, UniRef:UniRef90_P0AFH4"
"oligopeptide ABC transporter substrate-binding protein OppA","oppA",9,"GEGEGB_08775","COG:COG4166, COG:E, EC:7.4.2.-, GO:0015031, GO:0015833, GO:0030288, GO:0043190, GO:0055085, GO:1904680, RefSeq:WP_001682191.1, SO:0001217, UniParc:UPI000190A8C5, UniRef:UniRef100_A0A701K905, UniRef:UniRef50_P23843, UniRef:UniRef90_P06202"
"omptin family outer membrane protease PgtE","pgtE",9,"GEGEGB_02525","BlastRules:WP_000716007, COG:COG4571, COG:M, EC:3.4.23.-, EC:3.4.23.49, GO:0004190, GO:0006508, GO:0009279, RefSeq:WP_000716015.1, SO:0001217, UniParc:UPI0000059B19, UniRef:UniRef100_A0A726AMC7, UniRef:UniRef50_P17811, UniRef:UniRef90_P06185"
"osmoprotectant ABC transporter ATP-binding protein OsmV","osmV",9,"GEGEGB_07445","BlastRules:WP_000593086, COG:COG1125, COG:E, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0016887, GO:0031460, RefSeq:WP_000593089.1, SO:0001217, UniParc:UPI0000059E7D, UniRef:UniRef100_A0A5X3R0S1, UniRef:UniRef50_Q8ZPK4, UniRef:UniRef90_Q8ZPK4"
"osmoprotectant ABC transporter permease OsmW","osmW",9,"GEGEGB_07450","BlastRules:WP_000379677, COG:COG1174, COG:E, GO:0005886, GO:0031460, GO:0055085, RefSeq:WP_000379676.1, SO:0001217, UniParc:UPI0000059E7E, UniRef:UniRef100_A0A725VT46, UniRef:UniRef50_Q8ZPK3, UniRef:UniRef90_Q8ZPK3"
"osmoprotectant ABC transporter permease OsmY","osmY",9,"GEGEGB_07460","BlastRules:WP_000557304, COG:COG1174, COG:E, GO:0005886, GO:0055085, RefSeq:WP_000547814.1, SO:0001217, UniParc:UPI0000059E80, UniRef:UniRef100_A0A725G2X9, UniRef:UniRef50_Q8ZPK1, UniRef:UniRef90_Q8ZPK1"
"outer membrane assembly protein AsmA","asmA",9,"GEGEGB_03990","COG:COG2982, COG:M, RefSeq:WP_001252274.1, SO:0001217, UniParc:UPI0000059C26, UniRef:UniRef100_A0A726A6J3, UniRef:UniRef50_P28249, UniRef:UniRef90_A9MKY0"
"outer membrane channel protein TolC","tolC",9,"GEGEGB_16335","COG:COG1538, COG:M, GO:0009279, GO:0015562, GO:0046677, GO:0055085, SO:0001217, UniParc:UPI0001603FF1, UniRef:UniRef100_A0A725G9Z1, UniRef:UniRef50_P02930, UniRef:UniRef90_Q54001"
"outer membrane lipid asymmetry maintenance protein MlaD","mlaD",9,"GEGEGB_17005","COG:COG1463, COG:M, GO:0015914, RefSeq:WP_001193591.1, SO:0001217, UniParc:UPI000005A508, UniRef:UniRef100_A0A8E7CPH1, UniRef:UniRef50_A0A5B8IJR5, UniRef:UniRef90_A0A509BGK4"
"outer membrane lipoprotein SlyB","slyB",9,"GEGEGB_06960","BlastRules:WP_000597179, COG:COG3133, COG:M, GO:0009279, KEGG:K06077, RefSeq:WP_000597179.1, SO:0001217, UniParc:UPI0000059E21, UniRef:UniRef100_P0A1X1, UniRef:UniRef50_P31484, UniRef:UniRef90_P0A1X1"
"outer membrane lipoprotein chaperone LolA","lolA",9,"GEGEGB_10415","COG:COG2834, COG:M, GO:0008320, GO:0009306, GO:0030288, GO:0042953, GO:0044874, RefSeq:WP_001765126.1, SO:0001217, UniParc:UPI000012E7B8, UniRef:UniRef100_Q8Z813, UniRef:UniRef50_Q8Z813, UniRef:UniRef90_Q8Z813"
"outer membrane permeability protein SanA","sanA",9,"GEGEGB_03595","COG:COG2949, COG:M, RefSeq:WP_000920079.1, SO:0001217, UniParc:UPI0000059BDA, UniRef:UniRef100_A0A725FT86, UniRef:UniRef50_D4F3I0, UniRef:UniRef90_Q57MF4"
"outer membrane protein OmpW","ompW",9,"GEGEGB_08695","COG:COG3047, COG:M, GO:0009279, GO:0019867, GO:0055085, RefSeq:WP_000714798.1, SO:0001217, UniParc:UPI0000059F4F, UniRef:UniRef100_Q8Z7E2, UniRef:UniRef50_P0A915, UniRef:UniRef90_Q8ZP50"
"outer membrane protein assembly factor BamA","bamA",9,"GEGEGB_01200","COG:COG4775, COG:M, GO:0009279, GO:0043165, GO:0051205, RefSeq:WP_001240921.1, SO:0001217, UniParc:UPI0000059A3E, UniRef:UniRef100_Q8Z9A3, UniRef:UniRef50_D5CHY0, UniRef:UniRef90_A6T4X9"
"outer membrane protein assembly factor BamB","bamB",9,"GEGEGB_01835","COG:COG1520, COG:M, GO:0005515, GO:0009279, GO:0043165, GO:0051205, RefSeq:WP_001177072.1, SO:0001217, UniParc:UPI0000059AA5, UniRef:UniRef100_A0A5X3R5Q7, UniRef:UniRef50_P77774, UniRef:UniRef90_P77774"
"outer membrane protein assembly factor BamC","bamC",9,"GEGEGB_02025","COG:COG3317, COG:M, GO:0009279, GO:0043165, GO:0051205, RefSeq:WP_000331880.1, SO:0001217, UniParc:UPI0000059AC3, UniRef:UniRef100_A0A725G3A8, UniRef:UniRef50_P0A903, UniRef:UniRef90_P0A903"
"outer membrane protein assembly factor BamD","bamD",9,"GEGEGB_13795","COG:COG4105, COG:M, GO:0009279, GO:0016020, GO:0043165, GO:0051205, GO:1990063, RefSeq:WP_000197667.1, SO:0001217, UniParc:UPI000005A2D1, UniRef:UniRef100_A0A726AEE1, UniRef:UniRef50_P0AC04, UniRef:UniRef90_P0AC04"
"outer membrane protein assembly factor BamE","bamE",9,"GEGEGB_13890","COG:COG2913, COG:M, GO:0030674, GO:0043165, GO:0051205, GO:1990063, RefSeq:WP_001203445.1, SO:0001217, UniParc:UPI000005A2E5, UniRef:UniRef100_Q7CPZ3, UniRef:UniRef50_Q7CPZ3, UniRef:UniRef90_Q7CPZ3"
"outer membrane-stress sensor serine endopeptidase DegS","degS",9,"GEGEGB_17205","COG:COG0265, COG:O, EC:3.4.21.107, GO:0004252, GO:0005886, GO:0006508, GO:0009266, RefSeq:WP_000497705.1, SO:0001217, UniParc:UPI000005A52C, UniRef:UniRef100_D0ZY51, UniRef:UniRef50_D0ZY51, UniRef:UniRef90_D0ZY51"
"penicillin binding protein PBP4B","pbp4b",9,"GEGEGB_02085","COG:COG1680, COG:V, EC:3.4.16.4, GO:0005886, GO:0006508, GO:0009002, RefSeq:WP_000673295.1, SO:0001217, UniParc:UPI0000059ACD, UniRef:UniRef100_Q8Z4S7, UniRef:UniRef50_P77619, UniRef:UniRef90_Q8ZN80"
"penicillin-binding protein activator LpoB","lpoB",9,"GEGEGB_09060","COG:COG3417, COG:M, GO:0008360, GO:0009252, GO:0030234, GO:0031241, KEGG:K07337, RefSeq:WP_000164360.1, SO:0001217, UniParc:UPI0000059F91, UniRef:UniRef100_A0A725G545, UniRef:UniRef50_C9Y1J4, UniRef:UniRef90_Q8ZQ08"
"peptide ABC transporter ATP-binding protein SapD","sapD",9,"GEGEGB_08495","BlastRules:WP_001128868, EC:7.6.2.-, KEGG:K19228, RefSeq:WP_001128869.1, SO:0001217, UniParc:UPI0000059F2C, UniRef:UniRef100_A0A379VQH8, UniRef:UniRef50_A0A379VQH8, UniRef:UniRef90_A0A379VQH8"
"peptide ABC transporter ATP-binding protein SapF","sapF",9,"GEGEGB_08500","BlastRules:WP_000230462, COG:COG4167, COG:V, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0015031, GO:0015833, GO:0016887, RefSeq:WP_000230464.1, SO:0001217, UniParc:UPI0000059F2D, UniRef:UniRef100_A0A725G9B7, UniRef:UniRef50_P36638, UniRef:UniRef90_P36638"
"peptide ABC transporter permease SapB","sapB",9,"GEGEGB_08465","BlastRules:WP_000583298, COG:COG4168, COG:V, EC:7.6.2.-, GO:0005886, GO:0015031, GO:0016020, GO:0055085, GO:0071916, KEGG:K19227, RefSeq:WP_000583298.1, SO:0001217, UniParc:UPI0000059F25, UniRef:UniRef100_P0A2J4, UniRef:UniRef50_P0AGH4, UniRef:UniRef90_P0A2J4"
"peptide ABC transporter permease SapC","sapC",9,"GEGEGB_08490","BlastRules:WP_001146150, COG:COG4171, COG:V, GO:0005886, GO:0015031, GO:0015833, GO:0016020, GO:0055085, RefSeq:WP_001146150.1, SO:0001217, UniParc:UPI0000059F2B, UniRef:UniRef100_P0A2J6, UniRef:UniRef50_P0AGH6, UniRef:UniRef90_P0A2J6"
"peptide ABC transporter substrate-binding protein SapA","sapA",9,"GEGEGB_08460","BlastRules:WP_001241629, COG:COG0747, COG:E, GO:0015031, GO:0015833, GO:0030288, GO:0043190, GO:0055085, GO:1904680, KEGG:K19226, RefSeq:WP_001241626.1, SO:0001217, UniParc:UPI0000059F24, UniRef:UniRef100_A0A725FVI1, UniRef:UniRef50_P36634, UniRef:UniRef90_P36634"
"peptide antibiotic transporter SbmA","sbmA",9,"GEGEGB_13120","COG:COG1133, COG:V, GO:0015833, GO:1904680, RefSeq:WP_000477016.1, SO:0001217, UniParc:UPI000005A25F, UniRef:UniRef100_A0A725VE01, UniRef:UniRef50_Q08120, UniRef:UniRef90_A9MMT3"
"peptide chain release factor 2","prfB",9,"GEGEGB_15570","COG:COG1186, COG:J, GO:0005737, GO:0016149, RefSeq:WP_000191839.1, SO:0001217, UniParc:UPI000016228D, UniRef:UniRef100_Q5PJG1, UniRef:UniRef50_Q8ZHK4, UniRef:UniRef90_Q5PJG1"
"permease-like cell division protein FtsX","ftsX",9,"GEGEGB_20895","COG:COG2177, COG:D, GO:0000910, RefSeq:WP_001081708.1, SO:0001217, UniParc:UPI000005A785, UniRef:UniRef100_A0A725VBQ9, UniRef:UniRef50_P0AC31, UniRef:UniRef90_A0A0M3EY64"
"phenylalanine transporter","pheP",9,"GEGEGB_12090","COG:COG1113, COG:E, GO:0005886, GO:0006865, GO:0055085, KEGG:K11732, RefSeq:WP_000786293.1, SO:0001217, UniParc:UPI000005A1AA, UniRef:UniRef100_A0A725VE63, UniRef:UniRef50_P24207, UniRef:UniRef90_P24207"
"phosphate ABC transporter ATP-binding protein PstB","pstB",9,"GEGEGB_19375","COG:COG1117, COG:P, EC:7.3.2.1, GO:0005315, GO:0005524, GO:0005886, GO:0009898, GO:0015415, GO:0016887, GO:0055052, RefSeq:WP_000063118.1, SO:0001217, UniParc:UPI000005A68D, UniRef:UniRef100_Q5PKW4, UniRef:UniRef50_O32487, UniRef:UniRef90_O32487"
"phosphate ABC transporter permease PstA","pstA",9,"GEGEGB_19370","COG:COG0581, COG:P, EC:7.3.2.1, GO:0005315, GO:0005886, GO:0006817, GO:0006974, GO:0016020, GO:0035435, GO:0055052, RefSeq:WP_000212190.1, SO:0001217, UniParc:UPI000005A68C, UniRef:UniRef100_A0A726ABI0, UniRef:UniRef50_P07654, UniRef:UniRef90_P07654"
"phosphate ABC transporter permease PstC","pstC",9,"GEGEGB_19365","COG:COG0573, COG:P, EC:7.3.2.1, GO:0005315, GO:0005886, GO:0009314, GO:0016020, GO:0035435, GO:0055052, GO:0055085, RefSeq:WP_000741630.1, SO:0001217, UniParc:UPI000005A68B, UniRef:UniRef100_A0A5H6KTR6, UniRef:UniRef50_P0AGH9, UniRef:UniRef90_P0AGH9"
"phosphate ABC transporter substrate-binding protein PstS","pstS",9,"GEGEGB_19360","COG:COG0226, COG:P, EC:7.3.2.1, GO:0035435, GO:0042301, GO:0043190, RefSeq:WP_000867129.1, SO:0001217, UniParc:UPI000005A68A, UniRef:UniRef100_A0A726AG70, UniRef:UniRef50_C4K8E1, UniRef:UniRef90_A0A3E1XB22"
"phosphoglycerate transporter PgtP","pgtP",9,"GEGEGB_02500","BlastRules:WP_000955748, COG:COG2271, COG:G, GO:0005886, GO:0015760, GO:0035435, GO:0061513, RefSeq:WP_000955756.1, SO:0001217, UniParc:UPI0000059B15, UniRef:UniRef100_A0A725GCP9, UniRef:UniRef50_P12681, UniRef:UniRef90_P12681"
"phospholipid ABC transporter ATP-binding protein MlaF","mlaF",9,"GEGEGB_17015","COG:COG1127, COG:M, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0015914, GO:0016020, GO:0016887, GO:0120010, GO:0120014, GO:1990531, RefSeq:WP_000531560.1, SO:0001217, UniParc:UPI000005A50A, UniRef:UniRef100_A0A725G3K5, UniRef:UniRef50_P45031, UniRef:UniRef90_P63388"
"phospholipid-binding protein MlaC","mlaC",9,"GEGEGB_17000","COG:COG2854, COG:M, GO:0042597, KEGG:K07323, RefSeq:WP_000476475.1, SO:0001217, UniParc:UPI000005A507, UniRef:UniRef100_A0A8E6Y2Z8, UniRef:UniRef50_P0ADV7, UniRef:UniRef90_P0ADV7"
"phosphoporin PhoE","phoE",9,"GEGEGB_13340","COG:COG3203, COG:M, GO:0009279, GO:0015288, GO:0016020, GO:0034220, GO:0046930, RefSeq:WP_001043666.1, SO:0001217, UniParc:UPI000005A285, UniRef:UniRef100_Q56119, UniRef:UniRef50_P02932, UniRef:UniRef90_P30705"
"porin OmpF","ompF",9,"GEGEGB_10215","BlastRules:WP_000977709, COG:COG3203, COG:M, GO:0009279, GO:0015288, GO:0034220, GO:0046930, RefSeq:WP_000977709.1, SO:0001217, UniParc:UPI000005A060, UniRef:UniRef100_Q56113, UniRef:UniRef50_Q56113, UniRef:UniRef90_Q56113"
"porin OmpL","ompL",9,"GEGEGB_19000","GO:0006811, GO:0009279, GO:0015288, GO:0015772, GO:0046930, RefSeq:WP_000838825.1, SO:0001217, UniParc:UPI000005A654, UniRef:UniRef100_Q8Z2T0, UniRef:UniRef50_P76773, UniRef:UniRef90_Q9L7R3"
