Gene,Non-unique Gene name,Annotation,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
group_627,citE,citrate (pro-3S)-lyase subunit beta,AJBGEP_00310,HFCAGB_00320,BEJGEH_00315,GEGEGB_00325,ODDLKH_02690,LNHIMF_00310,ONMMKP_10610,IKCLMC_15735,PKJKAM_10230
ubiA,ubiA,4-hydroxybenzoate octaprenyltransferase,AJBGEP_22230,HFCAGB_22380,BEJGEH_21490,GEGEGB_21880,ODDLKH_00470,LNHIMF_21315,ONMMKP_12780,IKCLMC_05205,PKJKAM_06425
hypB,hypB,hydrogenase nickel incorporation protein HypB,AJBGEP_15100,HFCAGB_15335,BEJGEH_14235,GEGEGB_14510,ODDLKH_16410,LNHIMF_14475,ONMMKP_20105,IKCLMC_20060,PKJKAM_12640
group_621,lysR,LysR family transcriptional regulator,AJBGEP_08030,HFCAGB_08775,BEJGEH_07810,GEGEGB_07620,ODDLKH_10030,LNHIMF_07895,ONMMKP_02635,IKCLMC_23245,PKJKAM_23340
group_613,araC,AraC family transcriptional regulator,AJBGEP_22635,HFCAGB_22785,BEJGEH_21915,GEGEGB_22300,ODDLKH_00875,LNHIMF_22020,ONMMKP_12370,IKCLMC_05610,PKJKAM_06020
lsrF,lsrF,3-hydroxy-5-phosphonooxypentane-24-dione thiolase,AJBGEP_21450,HFCAGB_21670,BEJGEH_20715,GEGEGB_18670,ODDLKH_22700,LNHIMF_20670,ONMMKP_13545,IKCLMC_03620,PKJKAM_07030
nanK,nanK,N-acetylmannosamine kinase,AJBGEP_17590,HFCAGB_17860,BEJGEH_16830,GEGEGB_17135,ODDLKH_18905,LNHIMF_16945,ONMMKP_17520,IKCLMC_17565,PKJKAM_08460
lgt,lgt,prolipoprotein diacylglyceryl transferase,AJBGEP_15855,HFCAGB_16125,BEJGEH_15055,GEGEGB_15300,ODDLKH_17170,LNHIMF_15220,ONMMKP_19310,IKCLMC_19305,PKJKAM_11845
cysW,cysW,sulfate/thiosulfate ABC transporter permease CysW,AJBGEP_13085,HFCAGB_13590,BEJGEH_12355,GEGEGB_02265,ODDLKH_14760,LNHIMF_12910,ONMMKP_22015,IKCLMC_06685,PKJKAM_14135
rluB,rluB,23S rRNA pseudouridine(2605) synthase RluB,AJBGEP_09060,HFCAGB_07795,BEJGEH_06735,GEGEGB_08630,ODDLKH_11055,LNHIMF_08955,ONMMKP_01585,IKCLMC_22240,PKJKAM_22310
yihT,yihT,sulfofructosephosphate aldolase,AJBGEP_21160,HFCAGB_21380,BEJGEH_20410,GEGEGB_18970,ODDLKH_22410,LNHIMF_20380,ONMMKP_13835,IKCLMC_03330,PKJKAM_07320
hslO,hslO,Hsp33 family molecular chaperone HslO,AJBGEP_18420,HFCAGB_18685,BEJGEH_17660,GEGEGB_21185,ODDLKH_19730,LNHIMF_17760,ONMMKP_16710,IKCLMC_14470,PKJKAM_19330
group_607,rlhA,U32 family peptidase,AJBGEP_17255,HFCAGB_17530,BEJGEH_16500,GEGEGB_16825,ODDLKH_18580,LNHIMF_16630,ONMMKP_17830,IKCLMC_17880,PKJKAM_08780
group_606,dapA,4-hydroxy-tetrahydrodipicolinate synthase,AJBGEP_13335,HFCAGB_13830,BEJGEH_12600,GEGEGB_02020,ODDLKH_15005,LNHIMF_13140,ONMMKP_21780,IKCLMC_06450,PKJKAM_13900
group_605,lysR,DNA-binding transcriptional regulator LysR family,AJBGEP_12255,HFCAGB_12720,BEJGEH_11530,GEGEGB_03125,ODDLKH_13935,LNHIMF_12100,ONMMKP_22840,IKCLMC_08590,PKJKAM_14955
cotJC,cotJC,Mn-containing catalase (includes spore coat protein CotJC),AJBGEP_09120,HFCAGB_07735,BEJGEH_06675,GEGEGB_08690,ODDLKH_11115,LNHIMF_09015,ONMMKP_01525,IKCLMC_22180,PKJKAM_22250
corC,corC,CNNM family magnesium/cobalt transport protein CorC,AJBGEP_03460,HFCAGB_03810,BEJGEH_03390,GEGEGB_11630,ODDLKH_05805,LNHIMF_04030,ONMMKP_07445,IKCLMC_12450,PKJKAM_01775
group_600,nagC,Sugar kinase of the NBD/HSP70 family may contain an N-terminal HTH domain,AJBGEP_19380,HFCAGB_19655,BEJGEH_18620,GEGEGB_20290,ODDLKH_20680,LNHIMF_18625,ONMMKP_15805,IKCLMC_13515,PKJKAM_18425
prmA,prmA,50S ribosomal protein L11 methyltransferase,AJBGEP_17825,HFCAGB_18095,BEJGEH_17065,GEGEGB_17375,ODDLKH_19140,LNHIMF_17180,ONMMKP_17290,IKCLMC_17330,PKJKAM_08220
prfB,prfB,peptide chain release factor 2,AJBGEP_16075,HFCAGB_16350,BEJGEH_15280,GEGEGB_15570,ODDLKH_17385,LNHIMF_15435,ONMMKP_19090,IKCLMC_19080,PKJKAM_11635
htpX,htpX,protease HtpX,AJBGEP_09685,HFCAGB_07170,BEJGEH_06110,GEGEGB_05500,ODDLKH_11675,LNHIMF_09575,ONMMKP_00965,IKCLMC_21610,PKJKAM_21690
cho,cho,excinuclease Cho,AJBGEP_06935,HFCAGB_09890,BEJGEH_08895,GEGEGB_06300,ODDLKH_08935,LNHIMF_06800,ONMMKP_04120,IKCLMC_24340,PKJKAM_04545
yhdJ,yhdJ,adenine-specific DNA-methyltransferase,AJBGEP_17845,HFCAGB_18115,BEJGEH_17080,GEGEGB_17390,ODDLKH_19160,LNHIMF_17195,ONMMKP_17275,IKCLMC_17315,PKJKAM_08205
nlpI,nlpI,lipoprotein NlpI,AJBGEP_17290,HFCAGB_17565,BEJGEH_16535,GEGEGB_16850,ODDLKH_18615,LNHIMF_16655,ONMMKP_17805,IKCLMC_17855,PKJKAM_08755
yghA,yghA,SDR family oxidoreductase,AJBGEP_16670,HFCAGB_16945,BEJGEH_15870,GEGEGB_16170,ODDLKH_17970,LNHIMF_16040,ONMMKP_18415,IKCLMC_18495,PKJKAM_09590
group_596,lysR,LysR family transcriptional regulator,AJBGEP_12970,HFCAGB_13475,BEJGEH_12240,GEGEGB_02375,ODDLKH_14650,LNHIMF_12800,ONMMKP_22130,IKCLMC_06800,PKJKAM_14245
cdd,cdd,cytidine deaminase,AJBGEP_11750,HFCAGB_12265,BEJGEH_11095,GEGEGB_03600,ODDLKH_13430,LNHIMF_11665,ONMMKP_23295,IKCLMC_09035,PKJKAM_19755
group_591,lysR,DNA-binding transcriptional regulator LysR family,AJBGEP_22410,HFCAGB_22560,BEJGEH_21670,GEGEGB_22065,ODDLKH_00650,LNHIMF_21795,ONMMKP_12605,IKCLMC_05385,PKJKAM_06245
ilvY,ilvY,HTH-type transcriptional activator IlvY,AJBGEP_20565,HFCAGB_20800,BEJGEH_19795,GEGEGB_17880,ODDLKH_21815,LNHIMF_19800,ONMMKP_14395,IKCLMC_02650,PKJKAM_07885
ugpA,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA,AJBGEP_18730,HFCAGB_19000,BEJGEH_17975,GEGEGB_20955,ODDLKH_20035,LNHIMF_18005,ONMMKP_16455,IKCLMC_14165,PKJKAM_19075
group_590,serB,phosphoserine phosphatase SerB,AJBGEP_11820,HFCAGB_12345,BEJGEH_11165,GEGEGB_03520,ODDLKH_13500,LNHIMF_11735,ONMMKP_23225,IKCLMC_08965,PKJKAM_19685
motA,motA,flagellar motor stator protein MotA,AJBGEP_10115,HFCAGB_06460,BEJGEH_05710,GEGEGB_05095,ODDLKH_12100,LNHIMF_10010,ONMMKP_00520,IKCLMC_21125,PKJKAM_21210
prpB,prpB,methylisocitrate lyase,AJBGEP_01935,HFCAGB_01945,BEJGEH_01885,GEGEGB_13160,ODDLKH_04275,LNHIMF_01975,ONMMKP_08965,IKCLMC_10640,PKJKAM_16890
malG,malG,maltose ABC transporter permease MalG,AJBGEP_22195,HFCAGB_22345,BEJGEH_21455,GEGEGB_21845,ODDLKH_00435,LNHIMF_21280,ONMMKP_12815,IKCLMC_05170,PKJKAM_06460
metF,metF,methylenetetrahydrofolate reductase,AJBGEP_21595,HFCAGB_21835,BEJGEH_20860,GEGEGB_18510,ODDLKH_22845,LNHIMF_20810,ONMMKP_13390,IKCLMC_03765,PKJKAM_06885
rbsB,rbsB,ribose ABC transporter substrate-binding protein RbsB,AJBGEP_20455,HFCAGB_20690,BEJGEH_19690,GEGEGB_19195,ODDLKH_21710,LNHIMF_19685,ONMMKP_14505,IKCLMC_12510,PKJKAM_07995
pstA,pstA,phosphate ABC transporter permease PstA,AJBGEP_20300,HFCAGB_20535,BEJGEH_19535,GEGEGB_19370,ODDLKH_21560,LNHIMF_19535,ONMMKP_14655,IKCLMC_12660,PKJKAM_17555
garR,garR,2-hydroxy-3-oxopropionate reductase,AJBGEP_17145,HFCAGB_17420,BEJGEH_16390,GEGEGB_16685,ODDLKH_18445,LNHIMF_16520,ONMMKP_17940,IKCLMC_18015,PKJKAM_08915
sapC,sapC,peptide ABC transporter permease SapC,AJBGEP_08925,HFCAGB_07935,BEJGEH_06875,GEGEGB_08490,ODDLKH_10920,LNHIMF_08815,ONMMKP_01725,IKCLMC_22375,PKJKAM_22455
cyoE,cyoE,heme o synthase,AJBGEP_02295,HFCAGB_02315,BEJGEH_02235,GEGEGB_12765,ODDLKH_04635,LNHIMF_02315,ONMMKP_08600,IKCLMC_11005,PKJKAM_16530
fhuD,fhuD,Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD,AJBGEP_01020,HFCAGB_01015,BEJGEH_01065,GEGEGB_01065,ODDLKH_03385,LNHIMF_01035,ONMMKP_09865,IKCLMC_15030,PKJKAM_03570
nanA,nanA,N-acetylneuraminate lyase,AJBGEP_17605,HFCAGB_17875,BEJGEH_16845,GEGEGB_17155,ODDLKH_18920,LNHIMF_16960,ONMMKP_17505,IKCLMC_17550,PKJKAM_08445
argP,argP,DNA-binding transcriptional regulator ArgP,AJBGEP_16205,HFCAGB_16480,BEJGEH_15410,GEGEGB_15700,ODDLKH_17515,LNHIMF_15570,ONMMKP_18960,IKCLMC_18950,PKJKAM_01610
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,AJBGEP_13760,HFCAGB_14285,BEJGEH_13055,GEGEGB_01545,ODDLKH_15425,LNHIMF_13565,ONMMKP_21340,IKCLMC_06020,PKJKAM_13450
yfcH,yfcH,NAD dependent epimerase/dehydratase family enzyme,AJBGEP_12605,HFCAGB_13075,BEJGEH_11880,GEGEGB_02780,ODDLKH_14285,LNHIMF_12440,ONMMKP_22495,IKCLMC_08235,PKJKAM_14615
yddE,yddE,PhzF family isomerase,AJBGEP_08340,HFCAGB_08525,BEJGEH_07475,GEGEGB_07880,ODDLKH_10345,LNHIMF_08220,ONMMKP_02325,IKCLMC_22955,PKJKAM_23035
ycbJ,ycbJ,Uncharacterized protein YcbJ,AJBGEP_04910,HFCAGB_05175,BEJGEH_04735,GEGEGB_10265,ODDLKH_07235,LNHIMF_05395,ONMMKP_05795,IKCLMC_07770,PKJKAM_04710
nadC,nadC,carboxylating nicotinate-nucleotide diphosphorylase,AJBGEP_00765,HFCAGB_00760,BEJGEH_00785,GEGEGB_00800,ODDLKH_03135,LNHIMF_00755,ONMMKP_10155,IKCLMC_15285,PKJKAM_03865
nhaR,nhaR,transcriptional activator NhaR,AJBGEP_00210,HFCAGB_00215,BEJGEH_00215,GEGEGB_00225,ODDLKH_02590,LNHIMF_00210,ONMMKP_10710,IKCLMC_15835,PKJKAM_10330
group_581,rbsK,Sugar or nucleoside kinase ribokinase family,AJBGEP_21170,HFCAGB_21390,BEJGEH_20420,GEGEGB_18960,ODDLKH_22420,LNHIMF_20390,ONMMKP_13825,IKCLMC_03340,PKJKAM_07310
yihU,yihU,sulfolactaldehyde 3-reductase,AJBGEP_21165,HFCAGB_21385,BEJGEH_20415,GEGEGB_18965,ODDLKH_22415,LNHIMF_20385,ONMMKP_13830,IKCLMC_03335,PKJKAM_07315
yhaJ,yhaJ,DNA-binding transcriptional regulator YhaJ,AJBGEP_17075,HFCAGB_17350,BEJGEH_16320,GEGEGB_16600,ODDLKH_18375,LNHIMF_16450,ONMMKP_18010,IKCLMC_18085,PKJKAM_08985
group_580,xerD,site-specific tyrosine recombinase XerD,AJBGEP_16090,HFCAGB_16365,BEJGEH_15295,GEGEGB_15585,ODDLKH_17400,LNHIMF_15450,ONMMKP_19075,IKCLMC_19065,PKJKAM_11620
eutC,eutC,ethanolamine ammonia-lyase subunit EutC,AJBGEP_13160,HFCAGB_13665,BEJGEH_12430,GEGEGB_02190,ODDLKH_14840,LNHIMF_12975,ONMMKP_21945,IKCLMC_06615,PKJKAM_14065
rssA,rssA,patatin-like phospholipase RssA,AJBGEP_09235,HFCAGB_07620,BEJGEH_06565,GEGEGB_08810,ODDLKH_11230,LNHIMF_09130,ONMMKP_01410,IKCLMC_22065,PKJKAM_22135
ydhF,ydhF,putative oxidoreductase YdhF,AJBGEP_07610,HFCAGB_09215,BEJGEH_08235,GEGEGB_06930,ODDLKH_09615,LNHIMF_07465,ONMMKP_03050,IKCLMC_23675,PKJKAM_00410
hpaA,hpaA,4-hydroxyphenylacetate catabolism regulatory protein HpaA,AJBGEP_05530,HFCAGB_05780,BEJGEH_05060,GEGEGB_09580,ODDLKH_07560,LNHIMF_05705,ONMMKP_05170,IKCLMC_03015,PKJKAM_03200
citG,citG,triphosphoribosyl-dephospho-CoA synthase CitG,AJBGEP_03215,HFCAGB_03560,BEJGEH_03140,GEGEGB_11845,ODDLKH_05550,LNHIMF_03815,ONMMKP_07690,IKCLMC_12205,PKJKAM_15335
bioP,bioP,carboxylate/amino acid/amine transporter,AJBGEP_20845,HFCAGB_21065,BEJGEH_20090,GEGEGB_17585,ODDLKH_22095,LNHIMF_20065,ONMMKP_14130,IKCLMC_02385,PKJKAM_07615
group_576,lysR,DNA-binding transcriptional regulator LysR family,AJBGEP_18990,HFCAGB_19265,BEJGEH_18235,GEGEGB_20665,ODDLKH_20295,LNHIMF_18260,ONMMKP_16195,IKCLMC_13905,PKJKAM_18815
ttdA,ttdA,L(+)-tartrate dehydratase subunit alpha,AJBGEP_17685,HFCAGB_17955,BEJGEH_16925,GEGEGB_17235,ODDLKH_19000,LNHIMF_17040,ONMMKP_17430,IKCLMC_17470,PKJKAM_08365
yfeX,yfeX,porphyrinogen peroxidase,AJBGEP_13105,HFCAGB_13610,BEJGEH_12375,GEGEGB_02245,ODDLKH_14785,LNHIMF_12930,ONMMKP_21995,IKCLMC_06665,PKJKAM_14115
arnD,arnD,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase,AJBGEP_12355,HFCAGB_12820,BEJGEH_11630,GEGEGB_03025,ODDLKH_14035,LNHIMF_12200,ONMMKP_22740,IKCLMC_08490,PKJKAM_14855
hisG,hisG,ATP phosphoribosyltransferase,AJBGEP_11175,HFCAGB_11680,BEJGEH_10465,GEGEGB_04250,ODDLKH_12850,LNHIMF_11075,ONMMKP_23865,IKCLMC_09665,PKJKAM_20450
group_575,lysR,DNA-binding transcriptional regulator LysR family,AJBGEP_07835,HFCAGB_08975,BEJGEH_08000,GEGEGB_07425,ODDLKH_09840,LNHIMF_07705,ONMMKP_02825,IKCLMC_23435,PKJKAM_23540
lysO,lysO,DUF340 domain-containing protein,AJBGEP_04650,HFCAGB_04930,BEJGEH_04475,GEGEGB_10525,ODDLKH_06985,LNHIMF_05155,ONMMKP_06050,IKCLMC_07520,PKJKAM_04955
pflA,pflA,Pyruvate-formate lyase-activating enzyme,AJBGEP_04355,HFCAGB_04630,BEJGEH_04225,GEGEGB_10775,ODDLKH_06685,LNHIMF_04860,ONMMKP_06350,IKCLMC_07220,PKJKAM_05255
ispA,ispA,(2E6E)-farnesyl diphosphate synthase,AJBGEP_02215,HFCAGB_02235,BEJGEH_02155,GEGEGB_12860,ODDLKH_04555,LNHIMF_02245,ONMMKP_08680,IKCLMC_10925,PKJKAM_16610
eamA,eamA,O-acetylserine/cysteine exporter,AJBGEP_08000,HFCAGB_08805,BEJGEH_07840,GEGEGB_07590,ODDLKH_10000,LNHIMF_07865,ONMMKP_02665,IKCLMC_23275,PKJKAM_23370
fieF,fieF,CDF family cation-efflux transporter FieF,AJBGEP_21370,HFCAGB_21590,BEJGEH_20635,GEGEGB_18755,ODDLKH_22620,LNHIMF_20590,ONMMKP_13625,IKCLMC_03540,PKJKAM_07110
fdxH,fdxH,formate dehydrogenase subunit beta,AJBGEP_21235,HFCAGB_21455,BEJGEH_20485,GEGEGB_18895,ODDLKH_22485,LNHIMF_20455,ONMMKP_13760,IKCLMC_03405,PKJKAM_07245
yigB,yigB,tyrosine recombinase XerC,AJBGEP_20775,HFCAGB_20995,BEJGEH_20020,GEGEGB_17655,ODDLKH_22025,LNHIMF_20005,ONMMKP_14200,IKCLMC_02455,PKJKAM_07685
yicL,yicL,Uncharacterized inner membrane transporter YicL,AJBGEP_19820,HFCAGB_20115,BEJGEH_19100,GEGEGB_19820,ODDLKH_21120,LNHIMF_19080,ONMMKP_15380,IKCLMC_13100,PKJKAM_18005
group_573,lysR,DNA-binding transcriptional regulator LysR family,AJBGEP_19665,HFCAGB_19945,BEJGEH_18915,GEGEGB_20000,ODDLKH_20965,LNHIMF_18950,ONMMKP_15510,IKCLMC_13230,PKJKAM_18135
dppC,dppC,dipeptide ABC transporter permease DppC,AJBGEP_19105,HFCAGB_19380,BEJGEH_18350,GEGEGB_20540,ODDLKH_20410,LNHIMF_18375,ONMMKP_16080,IKCLMC_13790,PKJKAM_18700
pduX,pduX,L-threonine kinase PduX,AJBGEP_11095,HFCAGB_11600,BEJGEH_10385,GEGEGB_04345,ODDLKH_12770,LNHIMF_10700,ONMMKP_23950,IKCLMC_09750,PKJKAM_20530
rimK,rimK,30S ribosomal protein S6--L-glutamate ligase,AJBGEP_04525,HFCAGB_04805,BEJGEH_04350,GEGEGB_10650,ODDLKH_06860,LNHIMF_05030,ONMMKP_06175,IKCLMC_07395,PKJKAM_05080
era,era,GTPase Era,AJBGEP_13805,HFCAGB_14330,BEJGEH_13100,GEGEGB_01500,ODDLKH_15470,LNHIMF_13610,ONMMKP_21295,IKCLMC_05975,PKJKAM_13405
hypT,hypT,hypochlorite stress DNA-binding transcriptional regulator HypT,AJBGEP_23640,HFCAGB_23725,BEJGEH_23130,GEGEGB_24090,ODDLKH_01935,LNHIMF_22930,ONMMKP_11320,IKCLMC_16510,PKJKAM_10985
lpxO,lpxO,lipid A hydroxylase LpxO,AJBGEP_22485,HFCAGB_22635,BEJGEH_21750,GEGEGB_22140,ODDLKH_00725,LNHIMF_21870,ONMMKP_12530,IKCLMC_05460,PKJKAM_06170
plsC,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,AJBGEP_21025,HFCAGB_21245,BEJGEH_20270,GEGEGB_19115,ODDLKH_22275,LNHIMF_20245,ONMMKP_13950,IKCLMC_03190,PKJKAM_07435
cysD,cysD,sulfate adenylyltransferase subunit CysD,AJBGEP_15505,HFCAGB_15740,BEJGEH_14670,GEGEGB_14890,ODDLKH_16815,LNHIMF_14865,ONMMKP_19690,IKCLMC_19655,PKJKAM_12220
yvrE,yvrE,Sugar lactone lactonase YvrE,AJBGEP_14340,HFCAGB_14515,BEJGEH_13450,GEGEGB_13810,ODDLKH_15655,LNHIMF_13795,ONMMKP_21110,IKCLMC_20705,PKJKAM_13215
group_565,lysR,DNA-binding transcriptional regulator LysR family,AJBGEP_11735,HFCAGB_12250,BEJGEH_11080,GEGEGB_03615,ODDLKH_13415,LNHIMF_11650,ONMMKP_23310,IKCLMC_09050,PKJKAM_19770
pbpG,pbpG,D-alanyl-D-alanine endopeptidase,AJBGEP_11675,HFCAGB_12190,BEJGEH_11020,GEGEGB_03675,ODDLKH_13355,LNHIMF_11590,ONMMKP_23375,IKCLMC_09110,PKJKAM_19830
galU,galU,UTP--glucose-1-phosphate uridylyltransferase GalU,AJBGEP_09225,HFCAGB_07630,BEJGEH_06575,GEGEGB_08800,ODDLKH_11220,LNHIMF_09120,ONMMKP_01420,IKCLMC_22075,PKJKAM_22145
ybhK,ybhK,Putative gluconeogenesis factor,AJBGEP_04125,HFCAGB_04405,BEJGEH_04005,GEGEGB_11010,ODDLKH_06470,LNHIMF_04660,ONMMKP_06575,IKCLMC_06970,PKJKAM_05475
group_564,,Uncharacterized membrane-anchored protein,AJBGEP_04010,HFCAGB_04290,BEJGEH_03890,GEGEGB_11130,ODDLKH_06355,LNHIMF_04545,ONMMKP_06905,IKCLMC_06855,PKJKAM_05590
gltI,gltI,Glutamate/aspartate import solute-binding protein,AJBGEP_03450,HFCAGB_03800,BEJGEH_03380,GEGEGB_11640,ODDLKH_05795,LNHIMF_04020,ONMMKP_07455,IKCLMC_12440,PKJKAM_01785
citE,citE,Citrate lyase beta subunit,AJBGEP_03230,HFCAGB_03575,BEJGEH_03155,GEGEGB_11830,ODDLKH_05565,LNHIMF_03830,ONMMKP_07675,IKCLMC_12220,PKJKAM_15320
mak,mak,fructokinase,AJBGEP_02060,HFCAGB_02075,BEJGEH_02010,GEGEGB_13030,ODDLKH_04400,LNHIMF_02100,ONMMKP_08840,IKCLMC_10770,PKJKAM_16765
citG1,citG1,putative 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase 1,AJBGEP_00325,HFCAGB_00335,BEJGEH_00330,GEGEGB_00340,ODDLKH_02705,LNHIMF_00325,ONMMKP_10595,IKCLMC_15720,PKJKAM_10215
glyQ,glyQ,glycine--tRNA ligase subunit alpha,AJBGEP_19255,HFCAGB_19530,BEJGEH_18495,GEGEGB_20420,ODDLKH_20555,LNHIMF_18495,ONMMKP_15930,IKCLMC_13640,PKJKAM_18550
spaO,spaO,SPI-1 type III secretion system protein SpaO,AJBGEP_15285,HFCAGB_15520,BEJGEH_14420,GEGEGB_14685,ODDLKH_16595,LNHIMF_14660,ONMMKP_19910,IKCLMC_19875,PKJKAM_12455
cysM,cysM,cysteine synthase B,AJBGEP_13075,HFCAGB_13580,BEJGEH_12345,GEGEGB_02275,ODDLKH_14750,LNHIMF_12900,ONMMKP_22025,IKCLMC_06695,PKJKAM_14145
nagK,nagK,N-acetylglucosamine kinase,AJBGEP_06110,HFCAGB_10400,BEJGEH_09375,GEGEGB_08990,ODDLKH_08140,LNHIMF_06315,ONMMKP_04590,IKCLMC_04330,PKJKAM_02640
group_561,lysR,LysR family transcriptional regulator,AJBGEP_04730,HFCAGB_04995,BEJGEH_04560,GEGEGB_10455,ODDLKH_07055,LNHIMF_05215,ONMMKP_05975,IKCLMC_07590,PKJKAM_04890
gsiD,gsiD,glutathione ABC transporter permease GsiD,AJBGEP_04390,HFCAGB_04665,BEJGEH_04260,GEGEGB_10740,ODDLKH_06720,LNHIMF_04895,ONMMKP_06315,IKCLMC_07255,PKJKAM_05220
group_560,panE,2-dehydropantoate 2-reductase,AJBGEP_02270,HFCAGB_02290,BEJGEH_02210,GEGEGB_12805,ODDLKH_04610,LNHIMF_02300,ONMMKP_08625,IKCLMC_10980,PKJKAM_16555
rdgC,rdgC,recombination-associated protein RdgC,AJBGEP_02055,HFCAGB_02070,BEJGEH_02005,GEGEGB_13035,ODDLKH_04395,LNHIMF_02095,ONMMKP_08845,IKCLMC_10765,PKJKAM_16770
pocR,pocR,regulatory protein PocR,AJBGEP_10980,HFCAGB_11485,BEJGEH_10270,GEGEGB_04455,ODDLKH_12655,LNHIMF_10585,ONMMKP_24065,IKCLMC_09870,PKJKAM_20645
rarD,rarD,EamA family transporter RarD,AJBGEP_15775,HFCAGB_16045,BEJGEH_14975,GEGEGB_15210,ODDLKH_17090,LNHIMF_15140,ONMMKP_19390,IKCLMC_19385,PKJKAM_11925
accD,accD,acetyl-CoA carboxylase carboxyltransferase subunit beta,AJBGEP_12685,HFCAGB_13155,BEJGEH_11960,GEGEGB_02700,ODDLKH_14365,LNHIMF_12520,ONMMKP_22415,IKCLMC_08155,PKJKAM_14535
group_555,lysR,DNA-binding transcriptional regulator LysR family,AJBGEP_11160,HFCAGB_11665,BEJGEH_10450,GEGEGB_04265,ODDLKH_12835,LNHIMF_11060,ONMMKP_23880,IKCLMC_09680,PKJKAM_20465
ldcA,ldcA,muramoyltetrapeptide carboxypeptidase,AJBGEP_09460,HFCAGB_07390,BEJGEH_06330,GEGEGB_05720,ODDLKH_11460,LNHIMF_09360,ONMMKP_01185,IKCLMC_21830,PKJKAM_21910
yafC,yafC,DNA-binding transcriptional regulator YafC,AJBGEP_01355,HFCAGB_01355,BEJGEH_01405,GEGEGB_13730,ODDLKH_03720,LNHIMF_01340,ONMMKP_09545,IKCLMC_10025,PKJKAM_17505
malM,malM,maltose operon protein MalM,AJBGEP_22220,HFCAGB_22370,BEJGEH_21480,GEGEGB_21870,ODDLKH_00460,LNHIMF_21305,ONMMKP_12790,IKCLMC_05195,PKJKAM_06435
oxyR,oxyR,DNA-binding transcriptional regulator OxyR,AJBGEP_21690,HFCAGB_21930,BEJGEH_20930,GEGEGB_18445,ODDLKH_22940,LNHIMF_20875,ONMMKP_13320,IKCLMC_03860,PKJKAM_06790
gcvA,gcvA,glycine cleavage system transcriptional regulator GcvA,AJBGEP_15745,HFCAGB_16015,BEJGEH_14945,GEGEGB_15180,ODDLKH_17060,LNHIMF_15110,ONMMKP_19420,IKCLMC_19415,PKJKAM_11955
sitA,sitA,iron/manganese ABC transporter substrate-binding protein SitA,AJBGEP_15130,HFCAGB_15365,BEJGEH_14265,GEGEGB_14540,ODDLKH_16440,LNHIMF_14505,ONMMKP_20075,IKCLMC_20030,PKJKAM_12610
panE,panE,oxidoreductase,AJBGEP_13770,HFCAGB_14295,BEJGEH_13065,GEGEGB_01535,ODDLKH_15435,LNHIMF_13575,ONMMKP_21330,IKCLMC_06010,PKJKAM_13440
osmF,osmF,Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),AJBGEP_11660,HFCAGB_12175,BEJGEH_11005,GEGEGB_03690,ODDLKH_13340,LNHIMF_11575,ONMMKP_23390,IKCLMC_09125,PKJKAM_19845
qmcA,qmcA,Protein QmcA,AJBGEP_02615,HFCAGB_02640,BEJGEH_02570,GEGEGB_12425,ODDLKH_04955,LNHIMF_02640,ONMMKP_08280,IKCLMC_11330,PKJKAM_16205
lpxC,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,AJBGEP_00705,HFCAGB_00690,BEJGEH_00715,GEGEGB_00730,ODDLKH_03075,LNHIMF_00695,ONMMKP_10225,IKCLMC_15345,PKJKAM_03930
group_551,araC,AraC-type DNA-binding domain and AraC-containing proteins,AJBGEP_16700,HFCAGB_16975,BEJGEH_15900,GEGEGB_16200,ODDLKH_18000,LNHIMF_16070,ONMMKP_18385,IKCLMC_18465,PKJKAM_09560
group_550,rbsK,ribokinase,AJBGEP_19960,HFCAGB_20230,BEJGEH_19240,GEGEGB_19675,ODDLKH_21255,LNHIMF_19235,ONMMKP_15240,IKCLMC_12990,PKJKAM_17860
speB,speB,agmatinase,AJBGEP_16275,HFCAGB_16555,BEJGEH_15480,GEGEGB_15795,ODDLKH_17585,LNHIMF_15670,ONMMKP_18890,IKCLMC_18880,PKJKAM_01540
lpxP,lpxP,kdo(2)-lipid IV(A) palmitoleoyltransferase,AJBGEP_12870,HFCAGB_13370,BEJGEH_12140,GEGEGB_02485,ODDLKH_14550,LNHIMF_12700,ONMMKP_22230,IKCLMC_07970,PKJKAM_14350
yedA,yedA,drug/metabolite exporter YedA,AJBGEP_10450,HFCAGB_06140,BEJGEH_05390,GEGEGB_04770,ODDLKH_12420,LNHIMF_10330,ONMMKP_00200,IKCLMC_20810,PKJKAM_20885
