Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
hpaI,hpaI,4-hydroxy-2-oxoheptanedioate aldolase,9,9,1.0,1,2317,,,,792,792,792.0,AJBGEP_05520,HFCAGB_05770,BEJGEH_05050,GEGEGB_09590,ODDLKH_07550,LNHIMF_05695,ONMMKP_05180,IKCLMC_03005,PKJKAM_03210
nei,nei,endonuclease VIII,9,9,1.0,1,2316,,,,792,792,792.0,AJBGEP_03760,HFCAGB_04050,BEJGEH_03640,GEGEGB_11320,ODDLKH_06105,LNHIMF_04340,ONMMKP_07155,IKCLMC_02020,PKJKAM_02065
group_716,,Secreted protein,9,9,1.0,1,2315,,,,792,792,792.0,AJBGEP_00830,HFCAGB_00825,BEJGEH_00850,GEGEGB_00865,ODDLKH_03200,LNHIMF_00820,ONMMKP_10090,IKCLMC_15220,PKJKAM_03800
tatD,tatD,3'-5' ssDNA/RNA exonuclease TatD,9,9,1.0,1,2309,,,,795,795,795.0,AJBGEP_20915,HFCAGB_21135,BEJGEH_20160,GEGEGB_17515,ODDLKH_22165,LNHIMF_20135,ONMMKP_14060,IKCLMC_02315,PKJKAM_07545
thyA,thyA,thymidylate synthase,9,9,1.0,1,2308,,,,795,795,795.0,AJBGEP_15850,HFCAGB_16120,BEJGEH_15050,GEGEGB_15295,ODDLKH_17165,LNHIMF_15215,ONMMKP_19315,IKCLMC_19310,PKJKAM_11850
pduF,pduF,propanediol diffusion facilitator PduF,9,9,1.0,1,2307,,,,795,795,795.0,AJBGEP_10990,HFCAGB_11495,BEJGEH_10280,GEGEGB_04445,ODDLKH_12665,LNHIMF_10595,ONMMKP_24055,IKCLMC_09860,PKJKAM_20635
fliR,fliR,flagellar biosynthetic protein FliR,9,9,1.0,1,2306,,,,795,795,795.0,AJBGEP_10405,HFCAGB_06185,BEJGEH_05435,GEGEGB_04820,ODDLKH_12375,LNHIMF_10285,ONMMKP_00245,IKCLMC_20855,PKJKAM_20930
group_711,araC,AraC family transcriptional regulator,9,9,1.0,1,2305,,,,795,795,795.0,AJBGEP_06780,HFCAGB_10085,BEJGEH_09055,GEGEGB_06130,ODDLKH_08780,LNHIMF_06640,ONMMKP_04280,IKCLMC_24500,PKJKAM_02330
fepC,fepC,ferrienterobactin ABC transporter ATPase,9,9,1.0,1,2304,,,,795,795,795.0,AJBGEP_03065,HFCAGB_03390,BEJGEH_02990,GEGEGB_12005,ODDLKH_05400,LNHIMF_03665,ONMMKP_07840,IKCLMC_12055,PKJKAM_15485
map,map,type I methionyl aminopeptidase,9,9,1.0,1,2303,,,,795,795,795.0,AJBGEP_01135,HFCAGB_01135,BEJGEH_01185,GEGEGB_01145,ODDLKH_03500,LNHIMF_01115,ONMMKP_09755,IKCLMC_14915,PKJKAM_03455
speD,speD,adenosylmethionine decarboxylase,9,9,1.0,1,2302,,,,795,795,795.0,AJBGEP_00880,HFCAGB_00875,BEJGEH_00925,GEGEGB_00905,ODDLKH_03245,LNHIMF_00860,ONMMKP_10040,IKCLMC_15170,PKJKAM_03745
rfaP,rfaP,lipopolysaccharide core heptose(I) kinase RfaP,9,9,1.0,1,2299,,,,798,798,798.0,AJBGEP_19590,HFCAGB_19870,BEJGEH_18840,GEGEGB_20075,ODDLKH_20890,LNHIMF_18825,ONMMKP_15585,IKCLMC_13305,PKJKAM_18210
mtfA,mtfA,DgsA anti-repressor MtfA,9,9,1.0,1,2298,,,,798,798,798.0,AJBGEP_10805,HFCAGB_11170,BEJGEH_09855,GEGEGB_04710,ODDLKH_12480,LNHIMF_10390,ONMMKP_00140,IKCLMC_20750,PKJKAM_20825
group_708,gsiA,ABC-type glutathione transport system ATPase component contains duplicated ATPase domain,9,9,1.0,1,2297,,,,798,798,798.0,AJBGEP_06670,HFCAGB_10195,BEJGEH_09165,GEGEGB_06010,ODDLKH_08670,LNHIMF_06530,ONMMKP_04390,IKCLMC_04885,PKJKAM_02440
ycfH,ycfH,metal-dependent hydrolase,9,9,1.0,1,2296,,,,798,798,798.0,AJBGEP_06020,HFCAGB_10490,BEJGEH_09465,GEGEGB_09090,ODDLKH_08050,LNHIMF_06225,ONMMKP_04680,IKCLMC_04240,PKJKAM_02730
group_707,pflA,pyruvate formate lyase 1-activating protein,9,9,1.0,1,2295,,,,798,798,798.0,AJBGEP_04815,HFCAGB_05080,BEJGEH_04645,GEGEGB_10370,ODDLKH_07140,LNHIMF_05300,ONMMKP_05890,IKCLMC_07675,PKJKAM_04805
phnV,phnV,2-aminoethylphosphonate ABC transport system membrane component PhnV,9,9,1.0,1,2294,,,,798,798,798.0,AJBGEP_02230,HFCAGB_02250,BEJGEH_02170,GEGEGB_12845,ODDLKH_04570,LNHIMF_02260,ONMMKP_08665,IKCLMC_10940,PKJKAM_16595
fhuC,fhuC,Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC,9,9,1.0,1,2293,,,,798,798,798.0,AJBGEP_01015,HFCAGB_01010,BEJGEH_01060,GEGEGB_01060,ODDLKH_03380,LNHIMF_01030,ONMMKP_09870,IKCLMC_15035,PKJKAM_03575
yigL,yigL,sugar/pyridoxal phosphate phosphatase YigL,9,9,1.0,1,2291,,,,801,801,801.0,AJBGEP_20840,HFCAGB_21060,BEJGEH_20085,GEGEGB_17590,ODDLKH_22090,LNHIMF_20060,ONMMKP_14135,IKCLMC_02390,PKJKAM_07620
yiaJ,yiaJ,IclR family transcriptional regulator YiaJ,9,9,1.0,1,2290,,,,801,801,801.0,AJBGEP_19310,HFCAGB_19585,BEJGEH_18550,GEGEGB_20360,ODDLKH_20610,LNHIMF_18555,ONMMKP_15875,IKCLMC_13585,PKJKAM_18495
mazG,mazG,nucleoside triphosphate pyrophosphohydrolase,9,9,1.0,1,2289,,,,801,801,801.0,AJBGEP_15600,HFCAGB_15840,BEJGEH_14765,GEGEGB_14990,ODDLKH_16910,LNHIMF_14965,ONMMKP_19590,IKCLMC_19560,PKJKAM_12125
thiD,thiD,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,9,9,1.0,1,2288,,,,801,801,801.0,AJBGEP_11560,HFCAGB_12075,BEJGEH_10905,GEGEGB_03795,ODDLKH_13240,LNHIMF_11475,ONMMKP_23490,IKCLMC_09225,PKJKAM_19945
tcyJ,tcyJ,cystine ABC transporter substrate-binding protein,9,9,1.0,1,2287,,,,801,801,801.0,AJBGEP_10270,HFCAGB_06315,BEJGEH_05565,GEGEGB_04955,ODDLKH_12245,LNHIMF_10160,ONMMKP_00370,IKCLMC_20985,PKJKAM_21060
manY,manY,PTS mannose transporter subunit IIC,9,9,1.0,1,2286,,,,801,801,801.0,AJBGEP_09625,HFCAGB_07235,BEJGEH_06175,GEGEGB_05565,ODDLKH_11615,LNHIMF_09515,ONMMKP_01030,IKCLMC_21675,PKJKAM_21755
nagB,nagB,glucosamine-6-phosphate deaminase,9,9,1.0,1,2285,,,,801,801,801.0,AJBGEP_03545,HFCAGB_03895,BEJGEH_03485,GEGEGB_11555,ODDLKH_05890,LNHIMF_04120,ONMMKP_07370,IKCLMC_02235,PKJKAM_01700
yafD,yafD,endonuclease/exonuclease/phosphatase family protein,9,9,1.0,1,2284,,,,801,801,801.0,AJBGEP_01365,HFCAGB_01365,BEJGEH_01415,GEGEGB_13720,ODDLKH_03730,LNHIMF_01350,ONMMKP_09535,IKCLMC_10035,PKJKAM_17495
group_703,glpR,DNA-binding transcriptional regulator of sugar metabolism DeoR/GlpR family,9,9,1.0,1,2280,,,,804,804,804.0,AJBGEP_21175,HFCAGB_21395,BEJGEH_20425,GEGEGB_18955,ODDLKH_22425,LNHIMF_20395,ONMMKP_13820,IKCLMC_03345,PKJKAM_07305
suhB,suhB,inositol-1-monophosphatase,9,9,1.0,1,2279,,,,804,804,804.0,AJBGEP_13630,HFCAGB_14155,BEJGEH_12910,GEGEGB_01680,ODDLKH_15295,LNHIMF_13435,ONMMKP_21470,IKCLMC_06150,PKJKAM_13590
eutT,eutT,ethanolamine utilization cob(I)yrinic acid ac-diamide adenosyltransferase EutT,9,9,1.0,1,2278,,,,804,804,804.0,AJBGEP_13210,HFCAGB_13715,BEJGEH_12480,GEGEGB_02145,ODDLKH_14890,LNHIMF_13025,ONMMKP_21895,IKCLMC_06565,PKJKAM_14015
yfaU,yfaU,2-keto-3-deoxy-L-rhamnonate aldolase,9,9,1.0,1,2277,,,,804,804,804.0,AJBGEP_12300,HFCAGB_12765,BEJGEH_11575,GEGEGB_03080,ODDLKH_13980,LNHIMF_12145,ONMMKP_22795,IKCLMC_08545,PKJKAM_14910
hpaH,hpaH,2-oxo-hepta-3-ene-17-dioic acid hydratase,9,9,1.0,1,2276,,,,804,804,804.0,AJBGEP_05515,HFCAGB_05765,BEJGEH_05045,GEGEGB_09595,ODDLKH_07545,LNHIMF_05690,ONMMKP_05185,IKCLMC_03000,PKJKAM_03215
cmoM,cmoM,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM,9,9,1.0,1,2275,,,,804,804,804.0,AJBGEP_04920,HFCAGB_05185,BEJGEH_04745,GEGEGB_10255,ODDLKH_07245,LNHIMF_05405,ONMMKP_05785,IKCLMC_07780,PKJKAM_04700
dkgB,dkgB,25-didehydrogluconate reductase DkgB,9,9,1.0,1,2274,,,,804,804,804.0,AJBGEP_01350,HFCAGB_01350,BEJGEH_01400,GEGEGB_13735,ODDLKH_03715,LNHIMF_01335,ONMMKP_09550,IKCLMC_10020,PKJKAM_17510
tcdA,tcdA,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,9,9,1.0,1,2271,,,,807,807,807.0,AJBGEP_15780,HFCAGB_16050,BEJGEH_14980,GEGEGB_15215,ODDLKH_17095,LNHIMF_15145,ONMMKP_19385,IKCLMC_19380,PKJKAM_11920
group_700,trpB,tryptophan synthase subunit beta,9,9,1.0,1,2270,,,,807,807,807.0,AJBGEP_09100,HFCAGB_07755,BEJGEH_06695,GEGEGB_08670,ODDLKH_11095,LNHIMF_08995,ONMMKP_01545,IKCLMC_22200,PKJKAM_22270
sapF,sapF,peptide ABC transporter ATP-binding protein SapF,9,9,1.0,1,2269,,,,807,807,807.0,AJBGEP_08935,HFCAGB_07925,BEJGEH_06865,GEGEGB_08500,ODDLKH_10930,LNHIMF_08825,ONMMKP_01715,IKCLMC_22365,PKJKAM_22445
sgcQ,sgcQ,BtpA family protein SgcQ,9,9,1.0,1,2268,,,,807,807,807.0,AJBGEP_08510,HFCAGB_08355,BEJGEH_07310,GEGEGB_08045,ODDLKH_10515,LNHIMF_08385,ONMMKP_02155,IKCLMC_22785,PKJKAM_22865
mutM,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,9,9,1.0,1,2262,,,,810,810,810.0,AJBGEP_19615,HFCAGB_19895,BEJGEH_18865,GEGEGB_20050,ODDLKH_20915,LNHIMF_18850,ONMMKP_15560,IKCLMC_13280,PKJKAM_18185
dmsC,dmsC,DMSO reductase anchor subunit DmsC,9,9,1.0,1,2261,,,,810,810,810.0,AJBGEP_13525,HFCAGB_14045,BEJGEH_12805,GEGEGB_01790,ODDLKH_15190,LNHIMF_13340,ONMMKP_21575,IKCLMC_06255,PKJKAM_13695
yfcA,yfcA,putative membrane transporter protein YfcA,9,9,1.0,1,2260,,,,810,810,810.0,AJBGEP_12765,HFCAGB_13240,BEJGEH_12035,GEGEGB_02615,ODDLKH_14445,LNHIMF_12595,ONMMKP_22335,IKCLMC_08075,PKJKAM_14455
rlmA,rlmA,23S rRNA (guanine(745)-N(1))-methyltransferase,9,9,1.0,1,2259,,,,810,810,810.0,AJBGEP_09645,HFCAGB_07215,BEJGEH_06155,GEGEGB_05545,ODDLKH_11635,LNHIMF_09535,ONMMKP_01010,IKCLMC_21655,PKJKAM_21735
sirB1,sirB1,invasion regulator SirB1,9,9,1.0,1,2258,,,,810,810,810.0,AJBGEP_09325,HFCAGB_07530,BEJGEH_06475,GEGEGB_05870,ODDLKH_11320,LNHIMF_09220,ONMMKP_01320,IKCLMC_21975,PKJKAM_22045
group_697,cof,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,9,9,1.0,1,2257,,,,810,810,810.0,AJBGEP_04345,HFCAGB_04620,BEJGEH_04215,GEGEGB_10785,ODDLKH_06675,LNHIMF_04850,ONMMKP_06360,IKCLMC_07210,PKJKAM_05265
proC,proC,pyrroline-5-carboxylate reductase,9,9,1.0,1,2255,,,,810,810,810.0,AJBGEP_02025,HFCAGB_02040,BEJGEH_01975,GEGEGB_13070,ODDLKH_04365,LNHIMF_02065,ONMMKP_08875,IKCLMC_10735,PKJKAM_16800
mlaF,mlaF,phospholipid ABC transporter ATP-binding protein MlaF,9,9,1.0,1,2253,,,,813,813,813.0,AJBGEP_17470,HFCAGB_17735,BEJGEH_16705,GEGEGB_17015,ODDLKH_18785,LNHIMF_16820,ONMMKP_17640,IKCLMC_17685,PKJKAM_08580
truA,truA,tRNA pseudouridine(38-40) synthase TruA,9,9,1.0,1,2251,,,,813,813,813.0,AJBGEP_12695,HFCAGB_13165,BEJGEH_11970,GEGEGB_02690,ODDLKH_14375,LNHIMF_12530,ONMMKP_22405,IKCLMC_08145,PKJKAM_14525
pduB,pduB,propanediol utilization microcompartment protein PduB,9,9,1.0,1,2250,,,,813,813,813.0,AJBGEP_11000,HFCAGB_11505,BEJGEH_10290,GEGEGB_04435,ODDLKH_12675,LNHIMF_10605,ONMMKP_24045,IKCLMC_09850,PKJKAM_20625
minD,minD,septum site-determining protein MinD,9,9,1.0,1,2249,,,,813,813,813.0,AJBGEP_09535,HFCAGB_07315,BEJGEH_06255,GEGEGB_05645,ODDLKH_11535,LNHIMF_09435,ONMMKP_01110,IKCLMC_21755,PKJKAM_21835
group_693,dppC,ABC-type dipeptide/oligopeptide/nickel transport system permease component,9,9,1.0,1,2248,,,,813,813,813.0,AJBGEP_06665,HFCAGB_10200,BEJGEH_09170,GEGEGB_06005,ODDLKH_08665,LNHIMF_06525,ONMMKP_04395,IKCLMC_04880,PKJKAM_02445
atpB,atpB,F0F1 ATP synthase subunit A,9,9,1.0,1,2244,,,,816,816,816.0,AJBGEP_20390,HFCAGB_20625,BEJGEH_19625,GEGEGB_19260,ODDLKH_21645,LNHIMF_19620,ONMMKP_14570,IKCLMC_12575,PKJKAM_08060
cbiO,cbiO,energy-coupling factor ABC transporter ATP-binding protein,9,9,1.0,1,2243,,,,816,816,816.0,AJBGEP_10900,HFCAGB_11405,BEJGEH_10190,GEGEGB_04545,ODDLKH_12575,LNHIMF_10505,ONMMKP_24150,IKCLMC_09950,PKJKAM_20725
group_690,cof,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,9,9,1.0,1,2242,,,,816,816,816.0,AJBGEP_04480,HFCAGB_04760,BEJGEH_04305,GEGEGB_10695,ODDLKH_06815,LNHIMF_04985,ONMMKP_06220,IKCLMC_07350,PKJKAM_05125
metQ,metQ,methionine ABC transporter substrate-binding lipoprotein MetQ,9,9,1.0,1,2241,,,,816,816,816.0,AJBGEP_01295,HFCAGB_01295,BEJGEH_01345,GEGEGB_01335,ODDLKH_03660,LNHIMF_01280,ONMMKP_09590,IKCLMC_14755,PKJKAM_00815
fkpA,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase,9,9,1.0,1,2239,,,,819,819,819.0,AJBGEP_18185,HFCAGB_18460,BEJGEH_17420,GEGEGB_21425,ODDLKH_19505,LNHIMF_17535,ONMMKP_16935,IKCLMC_14695,PKJKAM_19565
asrB,asrB,anaerobic sulfite reductase subunit AsrB,9,9,1.0,1,2238,,,,819,819,819.0,AJBGEP_13645,HFCAGB_14170,BEJGEH_12925,GEGEGB_01665,ODDLKH_15310,LNHIMF_13450,ONMMKP_21455,IKCLMC_06135,PKJKAM_13575
yecE,yecE,Sugar isomerase-related protein YecE UPF0759/DUF72 family,9,9,1.0,1,2236,,,,819,819,819.0,AJBGEP_10010,HFCAGB_06565,BEJGEH_05815,GEGEGB_05205,ODDLKH_11990,LNHIMF_09900,ONMMKP_00630,IKCLMC_21235,PKJKAM_21315
cof,cof,HMP-PP phosphatase,9,9,1.0,1,2234,,,,819,819,819.0,AJBGEP_02390,HFCAGB_02415,BEJGEH_02330,GEGEGB_12670,ODDLKH_04730,LNHIMF_02410,ONMMKP_08505,IKCLMC_11100,PKJKAM_16435
cysE,cysE,serine O-acetyltransferase,9,9,1.0,1,2229,,,,822,822,822.0,AJBGEP_19475,HFCAGB_19750,BEJGEH_18725,GEGEGB_20190,ODDLKH_20775,LNHIMF_18710,ONMMKP_15700,IKCLMC_13420,PKJKAM_18330
rplB,rplB,50S ribosomal protein L2,9,9,1.0,1,2228,,,,822,822,822.0,AJBGEP_18105,HFCAGB_18380,BEJGEH_17340,GEGEGB_21505,ODDLKH_19425,LNHIMF_17455,ONMMKP_17015,IKCLMC_00590,8_refound_113
bacA,bacA,undecaprenyl-diphosphate phosphatase,9,9,1.0,1,2227,,,,822,822,822.0,AJBGEP_16920,HFCAGB_17195,BEJGEH_16165,GEGEGB_16435,ODDLKH_18220,LNHIMF_16295,ONMMKP_18165,IKCLMC_18240,PKJKAM_09340
sitB,sitB,iron/manganese ABC transporter ATP-binding protein SitB,9,9,1.0,1,2226,,,,822,822,822.0,AJBGEP_15135,HFCAGB_15370,BEJGEH_14270,GEGEGB_14545,ODDLKH_16445,LNHIMF_14510,ONMMKP_20070,IKCLMC_20025,PKJKAM_12605
eMpr,eMpr,V8-like Glu-specific endopeptidase,9,9,1.0,1,2225,,,,822,822,822.0,AJBGEP_07820,HFCAGB_08990,BEJGEH_08015,GEGEGB_07390,ODDLKH_09825,LNHIMF_07690,ONMMKP_02840,IKCLMC_23455,PKJKAM_23555
nlpC,nlpC,Cell wall-associated hydrolase NlpC_P60 family,9,9,1.0,1,2224,,,,822,822,822.0,AJBGEP_07575,HFCAGB_09250,BEJGEH_08265,GEGEGB_06900,ODDLKH_09580,LNHIMF_07430,ONMMKP_03085,IKCLMC_23710,PKJKAM_00375
cobB,cobB,Sir2 family NAD+-dependent deacetylase,9,9,1.0,1,2223,,,,822,822,822.0,AJBGEP_06115,HFCAGB_10395,BEJGEH_09370,GEGEGB_08985,ODDLKH_08145,LNHIMF_06320,ONMMKP_04585,IKCLMC_04335,PKJKAM_02635
group_684,cDA1,Peptidoglycan/xylan/chitin deacetylase PgdA/NodB/CDA1 family,9,9,1.0,1,2222,,,,822,822,822.0,AJBGEP_01610,HFCAGB_01605,BEJGEH_01550,GEGEGB_13465,ODDLKH_03965,LNHIMF_01600,ONMMKP_09335,IKCLMC_10330,PKJKAM_17220
rsmA,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,9,9,1.0,1,2221,,,,822,822,822.0,AJBGEP_00475,HFCAGB_00450,BEJGEH_00470,GEGEGB_00485,ODDLKH_02845,LNHIMF_00465,ONMMKP_10460,IKCLMC_15580,PKJKAM_10075
iclR,iclR,glyoxylate bypass operon transcriptional repressor IclR,9,9,1.0,1,2216,,,,825,825,825.0,AJBGEP_22000,HFCAGB_22240,BEJGEH_21240,GEGEGB_21750,ODDLKH_00230,LNHIMF_21180,ONMMKP_13015,IKCLMC_04965,PKJKAM_06660
dapF,dapF,diaminopimelate epimerase,9,9,1.0,1,2215,,,,825,825,825.0,AJBGEP_20765,HFCAGB_20985,BEJGEH_20010,GEGEGB_17665,ODDLKH_22015,LNHIMF_19995,ONMMKP_14210,IKCLMC_02465,PKJKAM_07695
bax,bax,protein bax,9,9,1.0,1,2214,,,,825,825,825.0,AJBGEP_19290,HFCAGB_19565,BEJGEH_18530,GEGEGB_20380,ODDLKH_20590,LNHIMF_18535,ONMMKP_15895,IKCLMC_13605,PKJKAM_18515
mepA,mepA,penicillin-insensitive murein endopeptidase,9,9,1.0,1,2212,,,,825,825,825.0,AJBGEP_12770,HFCAGB_13245,BEJGEH_12040,GEGEGB_02610,ODDLKH_14450,LNHIMF_12600,ONMMKP_22330,IKCLMC_08070,PKJKAM_14450
group_680,wcaG,Nucleoside-diphosphate-sugar epimerase,9,9,1.0,1,2211,,,,825,825,825.0,AJBGEP_11165,HFCAGB_11670,BEJGEH_10455,GEGEGB_04260,ODDLKH_12840,LNHIMF_11065,ONMMKP_23875,IKCLMC_09675,PKJKAM_20460
thiK,thiK,thiamine kinase,9,9,1.0,1,2210,,,,825,825,825.0,AJBGEP_06050,HFCAGB_10460,BEJGEH_09435,GEGEGB_09055,ODDLKH_08080,LNHIMF_06255,ONMMKP_04650,IKCLMC_04270,PKJKAM_02700
dapD,dapD,2345-tetrahydropyridine-26-dicarboxylate N-succinyltransferase,9,9,1.0,1,2207,,,,825,825,825.0,AJBGEP_01125,HFCAGB_01125,BEJGEH_01175,GEGEGB_01135,ODDLKH_03490,LNHIMF_01105,ONMMKP_09765,IKCLMC_14925,PKJKAM_03465
cpdA,cpdA,3'5'-cyclic-AMP phosphodiesterase,9,9,1.0,1,2206,,,,828,828,828.0,AJBGEP_16805,HFCAGB_17080,BEJGEH_16035,GEGEGB_16320,ODDLKH_18105,LNHIMF_16170,ONMMKP_18280,IKCLMC_18355,PKJKAM_09455
nadE,nadE,ammonia-dependent NAD(+) synthetase,9,9,1.0,1,2205,,,,828,828,828.0,AJBGEP_06940,HFCAGB_09885,BEJGEH_08890,GEGEGB_06305,ODDLKH_08940,LNHIMF_06805,ONMMKP_04115,IKCLMC_24335,PKJKAM_04540
glpG,glpG,rhomboid family intramembrane serine protease GlpG,9,9,1.0,1,2204,,,,831,831,831.0,AJBGEP_18565,HFCAGB_18835,BEJGEH_17805,GEGEGB_21090,ODDLKH_19875,LNHIMF_17855,ONMMKP_16615,IKCLMC_14330,PKJKAM_19235
group_678,tktA1,Transketolase N-terminal subunit,9,9,1.0,1,2203,,,,831,831,831.0,AJBGEP_12560,HFCAGB_13030,BEJGEH_11835,GEGEGB_02825,ODDLKH_14240,LNHIMF_12395,ONMMKP_22540,IKCLMC_08280,PKJKAM_14660
ampD,ampD,N-acetyl-anhydromuramyl-L-alanine amidase AmpD,9,9,1.0,1,2202,,,,831,831,831.0,AJBGEP_04615,HFCAGB_04895,BEJGEH_04440,GEGEGB_10560,ODDLKH_06950,LNHIMF_05120,ONMMKP_06085,IKCLMC_07485,PKJKAM_04990
nlpA,nlpA,ABC-type metal ion transport system periplasmic component/surface antigen,9,9,1.0,1,2201,,,,831,831,831.0,AJBGEP_02665,HFCAGB_02690,BEJGEH_02620,GEGEGB_12375,ODDLKH_05005,LNHIMF_02690,ONMMKP_08230,IKCLMC_11380,PKJKAM_16155
ftsQ,ftsQ,cell division protein FtsQ,9,9,1.0,1,2200,,,,831,831,831.0,AJBGEP_00685,HFCAGB_00670,BEJGEH_00695,GEGEGB_00710,ODDLKH_03055,LNHIMF_00675,ONMMKP_10245,IKCLMC_15365,PKJKAM_09860
cysT,cysT,sulfate/thiosulfate ABC transporter permease CysT,9,9,1.0,1,2195,,,,834,834,834.0,AJBGEP_13090,HFCAGB_13595,BEJGEH_12360,GEGEGB_02260,ODDLKH_14765,LNHIMF_12915,ONMMKP_22010,IKCLMC_06680,PKJKAM_14130
xapA,xapA,xanthosine phosphorylase,9,9,1.0,1,2194,,,,834,834,834.0,AJBGEP_12985,HFCAGB_13490,BEJGEH_12255,GEGEGB_02360,ODDLKH_14665,LNHIMF_12815,ONMMKP_22115,IKCLMC_06785,PKJKAM_14230
ppsR,ppsR,posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR,9,9,1.0,1,2192,,,,834,834,834.0,AJBGEP_07140,HFCAGB_09690,BEJGEH_08700,GEGEGB_06515,ODDLKH_09140,LNHIMF_06995,ONMMKP_03525,IKCLMC_24145,PKJKAM_04350
csgG,csgG,curli production assembly/transport protein CsgG,9,9,1.0,1,2191,,,,834,834,834.0,AJBGEP_05695,HFCAGB_10820,BEJGEH_09785,GEGEGB_09415,ODDLKH_07725,LNHIMF_05870,ONMMKP_05005,IKCLMC_03915,PKJKAM_03020
rhaS,rhaS,HTH-type transcriptional activator RhaS,9,9,1.0,1,2189,,,,837,837,837.0,AJBGEP_21305,HFCAGB_21525,BEJGEH_20570,GEGEGB_18825,ODDLKH_22555,LNHIMF_20520,ONMMKP_13690,IKCLMC_03475,PKJKAM_07175
fdhD,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,9,9,1.0,1,2188,,,,837,837,837.0,AJBGEP_21245,HFCAGB_21465,BEJGEH_20495,GEGEGB_18885,ODDLKH_22495,LNHIMF_20465,ONMMKP_13750,IKCLMC_03415,PKJKAM_07235
hdfR,hdfR,HTH-type transcriptional regulator HdfR,9,9,1.0,1,2187,,,,837,837,837.0,AJBGEP_20515,HFCAGB_20750,BEJGEH_19750,GEGEGB_18160,ODDLKH_21770,LNHIMF_19745,ONMMKP_14445,IKCLMC_02700,PKJKAM_07935
group_675,dam,adenine-specific DNA-methyltransferase,9,9,1.0,1,2186,,,,837,837,837.0,AJBGEP_18350,HFCAGB_18615,BEJGEH_17590,GEGEGB_21255,ODDLKH_19660,LNHIMF_17690,ONMMKP_16780,IKCLMC_14540,PKJKAM_19410
group_674,,Ion transport domain-containing protein,9,9,1.0,1,2185,,,,837,837,837.0,AJBGEP_09175,HFCAGB_07680,BEJGEH_06625,GEGEGB_08745,ODDLKH_11170,LNHIMF_09070,ONMMKP_01470,IKCLMC_22125,PKJKAM_22195
eutJ,eutJ,ethanolamine utilization protein EutJ,9,9,1.0,1,2180,,,,840,840,840.0,AJBGEP_13185,HFCAGB_13690,BEJGEH_12455,GEGEGB_02165,ODDLKH_14865,LNHIMF_13000,ONMMKP_21920,IKCLMC_06590,PKJKAM_14040
chbR,chbR,transcriptional regulator ChbR,9,9,1.0,1,2179,,,,840,840,840.0,AJBGEP_06965,HFCAGB_09860,BEJGEH_08865,GEGEGB_06330,ODDLKH_08965,LNHIMF_06830,ONMMKP_04090,IKCLMC_24310,PKJKAM_04515
rlmJ,rlmJ,23S rRNA A2030 N6-methylase RlmJ,9,9,1.0,1,2175,,,,843,843,843.0,AJBGEP_18930,HFCAGB_19205,BEJGEH_18175,GEGEGB_20715,ODDLKH_20235,LNHIMF_18200,ONMMKP_16255,IKCLMC_13965,PKJKAM_18875
sseA,sseA,3-mercaptopyruvate sulfurtransferase,9,9,1.0,1,2172,,,,843,843,843.0,AJBGEP_13550,HFCAGB_14075,BEJGEH_12830,GEGEGB_01760,ODDLKH_15215,LNHIMF_13365,ONMMKP_21550,IKCLMC_06230,PKJKAM_13670
purU,purU,formyltetrahydrofolate deformylase,9,9,1.0,1,2171,,,,843,843,843.0,AJBGEP_09245,HFCAGB_07610,BEJGEH_06555,GEGEGB_08820,ODDLKH_11240,LNHIMF_09140,ONMMKP_01400,IKCLMC_22055,PKJKAM_22125
glpF,glpF,Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family),9,9,1.0,1,2166,,,,846,846,846.0,AJBGEP_21495,HFCAGB_21715,BEJGEH_20760,GEGEGB_18625,ODDLKH_22745,LNHIMF_20715,ONMMKP_13500,IKCLMC_03665,PKJKAM_06985
ugpE,ugpE,sn-glycerol-3-phosphate ABC transporter permease UgpE,9,9,1.0,1,2165,,,,846,846,846.0,AJBGEP_18725,HFCAGB_18995,BEJGEH_17970,GEGEGB_20960,ODDLKH_20030,LNHIMF_18000,ONMMKP_16460,IKCLMC_14170,PKJKAM_19080
