"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"HFCAGB_14160","persistent","Uncharacterized protein YfhR","9","9","1.0","NA","NA","","","","812","878","870.67","AJBGEP_13635","HFCAGB_14160","BEJGEH_12915","GEGEGB_01675","ODDLKH_15300","LNHIMF_13440","ONMMKP_21465","IKCLMC_06145","PKJKAM_13585"
"HFCAGB_14180","persistent","ABC-type nickel/cobalt efflux system, permease component RcnA","9","10","1.11","NA","NA","","","","284","986","887.9","AJBGEP_13655","HFCAGB_14180","BEJGEH_12935","GEGEGB_01650" "GEGEGB_01655","ODDLKH_15320","LNHIMF_13460","ONMMKP_21445","IKCLMC_06125","PKJKAM_13565"
"HFCAGB_14265","persistent","membrane-bound lytic murein transglycosylase MltF","9","9","1.0","NA","NA","","","","1427","1544","1531.0","AJBGEP_13740","HFCAGB_14265","BEJGEH_13035","GEGEGB_01565","ODDLKH_15405","LNHIMF_13545","ONMMKP_21360","IKCLMC_06040","PKJKAM_13470"
"HFCAGB_15870","cloud","Fimbrial protein","5","5","1.0","NA","NA","","","","491","491","491.0","","HFCAGB_15870","BEJGEH_14795","GEGEGB_15025","","","ONMMKP_19560","","PKJKAM_12095"
"HFCAGB_15875","cloud","Fimbrial protein","3","3","1.0","NA","NA","","","","1031","1031","1031.0","","HFCAGB_15875","","","","","ONMMKP_19555","","PKJKAM_12090"
"HFCAGB_15945","persistent","NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","9","9","1.0","NA","NA","","","","848","848","848.0","AJBGEP_15675","HFCAGB_15945","BEJGEH_14875","GEGEGB_15110","ODDLKH_16985","LNHIMF_15040","ONMMKP_19490","IKCLMC_19485","PKJKAM_12025"
"HFCAGB_16095","persistent","exodeoxyribonuclease V subunit gamma","9","9","1.0","NA","NA","","","","3371","3371","3371.0","AJBGEP_15825","HFCAGB_16095","BEJGEH_15025","GEGEGB_15260","ODDLKH_17140","LNHIMF_15190","ONMMKP_19340","IKCLMC_19335","PKJKAM_11875"
"HFCAGB_16115","persistent","prepilin peptidase-dependent protein","9","9","1.0","NA","NA","","","","470","470","470.0","AJBGEP_15845","HFCAGB_16115","BEJGEH_15045","GEGEGB_15280","ODDLKH_17160","LNHIMF_15210","ONMMKP_19320","IKCLMC_19315","PKJKAM_11855"
"HFCAGB_16185","persistent","DNA-binding transcriptional regulator, LacI/PurR family","9","9","1.0","NA","NA","","","","1019","1019","1019.0","AJBGEP_15915","HFCAGB_16185","BEJGEH_15115","GEGEGB_15375","ODDLKH_17230","LNHIMF_15280","ONMMKP_19250","IKCLMC_19245","PKJKAM_11785"
"HFCAGB_16200","persistent","aspartate/glutamate racemase","9","9","1.0","NA","NA","","","","707","707","707.0","AJBGEP_15930","HFCAGB_16200","BEJGEH_15130","GEGEGB_15390","ODDLKH_17245","LNHIMF_15295","ONMMKP_19235","IKCLMC_19230","PKJKAM_11770"
"HFCAGB_16230","persistent","DNA-binding transcriptional regulator, LysR family","9","9","1.0","NA","NA","","","","863","863","863.0","AJBGEP_15960","HFCAGB_16230","BEJGEH_15160","GEGEGB_15420","ODDLKH_17275","LNHIMF_15325","ONMMKP_19205","IKCLMC_19200","PKJKAM_11740"
"HFCAGB_16255","persistent","Transcriptional regulator","9","9","1.0","NA","NA","","","","758","758","758.0","AJBGEP_15985","HFCAGB_16255","BEJGEH_15185","GEGEGB_15450","ODDLKH_17300","LNHIMF_15350","ONMMKP_19180","IKCLMC_19175","PKJKAM_11715"
"HFCAGB_16275","persistent","fimbrial outer membrane usher protein StdB","9","9","1.0","NA","NA","","","","2489","2489","2489.0","AJBGEP_16005","HFCAGB_16275","BEJGEH_15220","GEGEGB_15470","ODDLKH_17320","LNHIMF_15370","ONMMKP_19160","IKCLMC_19155","PKJKAM_11695"
"HFCAGB_18025","persistent","AsmA2 domain-containing protein YhdP","9","9","1.0","NA","NA","","","","3800","3800","3800.0","AJBGEP_17755","HFCAGB_18025","BEJGEH_16995","GEGEGB_17305","ODDLKH_19070","LNHIMF_17110","ONMMKP_17360","IKCLMC_17400","PKJKAM_08290"
"HFCAGB_18190","persistent","Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily","9","11","1.22","NA","NA","","","","428","554","537.36","AJBGEP_17915","HFCAGB_18190","BEJGEH_17150","GEGEGB_21695","ODDLKH_19235","LNHIMF_17265","ONMMKP_17205","IKCLMC_00110" "IKCLMC_00780" "IKCLMC_00135","PKJKAM_00620"
"HFCAGB_18200","persistent","shikimate dehydrogenase","9","9","1.0","NA","NA","","","","821","821","821.0","AJBGEP_17925","HFCAGB_18200","BEJGEH_17160","GEGEGB_21685","ODDLKH_19245","LNHIMF_17275","ONMMKP_17195","IKCLMC_00770","PKJKAM_00610"
"HFCAGB_18205","persistent","L-threonylcarbamoyladenylate synthase type 1 TsaC","9","9","1.0","NA","NA","","","","536","572","568.0","AJBGEP_17930","HFCAGB_18205","BEJGEH_17165","GEGEGB_21680","ODDLKH_19250","LNHIMF_17280","ONMMKP_17190","IKCLMC_00765","PKJKAM_00605"
"HFCAGB_18250","persistent","Stalled ribosome alternative rescue factor ArfA","9","9","1.0","NA","NA","","","","269","269","269.0","AJBGEP_17975","HFCAGB_18250","BEJGEH_17210","GEGEGB_21635","ODDLKH_19295","LNHIMF_17325","ONMMKP_17145","IKCLMC_00720","PKJKAM_00560"
"HFCAGB_20145","persistent","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB","9","9","1.0","NA","NA","","","","485","485","485.0","AJBGEP_19850","HFCAGB_20145","BEJGEH_19130","GEGEGB_19790","ODDLKH_21150","LNHIMF_19110","ONMMKP_15350","IKCLMC_13070","PKJKAM_17975"
"HFCAGB_20215","persistent","transcriptional regulator UhpA","9","9","1.0","NA","NA","","","","590","590","590.0","AJBGEP_19945","HFCAGB_20215","BEJGEH_19225","GEGEGB_19690","ODDLKH_21240","LNHIMF_19220","ONMMKP_15255","IKCLMC_13005","PKJKAM_17875"
"HFCAGB_20270","persistent","multidrug efflux MFS transporter EmrD","9","9","1.0","NA","NA","","","","1184","1184","1184.0","AJBGEP_20000","HFCAGB_20270","BEJGEH_19280","GEGEGB_19630","ODDLKH_21295","LNHIMF_19275","ONMMKP_15200","IKCLMC_12950","PKJKAM_17820"
"HFCAGB_20285","persistent","D-serine transporter DsdX","9","9","1.0","NA","NA","","","","1337","1337","1337.0","AJBGEP_20015","HFCAGB_20285","BEJGEH_19295","GEGEGB_19615","ODDLKH_21310","LNHIMF_19290","ONMMKP_15185","IKCLMC_12935","PKJKAM_17805"
"HFCAGB_20385","persistent","trimethylamine-N-oxide reductase TorA","9","9","1.0","NA","NA","","","","2552","2552","2552.0","AJBGEP_20115","HFCAGB_20385","BEJGEH_19395","GEGEGB_19515","ODDLKH_21410","LNHIMF_19390","ONMMKP_15085","IKCLMC_12830","PKJKAM_17705"
"HFCAGB_20490","persistent","tRNA modification GTPase MnmE","9","9","1.0","NA","NA","","","","1364","1403","1381.33","AJBGEP_20220","HFCAGB_20490","BEJGEH_19480","GEGEGB_19415","ODDLKH_21515","LNHIMF_19490","ONMMKP_14990","IKCLMC_12725","PKJKAM_17600"
"HFCAGB_20500","persistent","HTH-type transcriptional regulator YidZ","9","9","1.0","NA","NA","","","","959","959","959.0","AJBGEP_20265","HFCAGB_20500","BEJGEH_19490","GEGEGB_19405","ODDLKH_21525","LNHIMF_19500","ONMMKP_14695","IKCLMC_12695","PKJKAM_17590"
"HFCAGB_22325","persistent","YjbF family lipoprotein","9","9","1.0","NA","NA","","","","638","638","638.0","AJBGEP_22175","HFCAGB_22325","BEJGEH_21435","GEGEGB_21825","ODDLKH_00415","LNHIMF_21255","ONMMKP_12835","IKCLMC_05150","PKJKAM_06480"
"HFCAGB_22385","persistent","glycerol-3-phosphate 1-O-acyltransferase PlsB","9","9","1.0","NA","NA","","","","2420","2420","2420.0","AJBGEP_22235","HFCAGB_22385","BEJGEH_21495","GEGEGB_21885","ODDLKH_00475","LNHIMF_21320","ONMMKP_12775","IKCLMC_05210","PKJKAM_06420"
"HFCAGB_22420","persistent","Putative exported protein","9","9","1.0","NA","NA","","","","1310","1310","1310.0","AJBGEP_22270","HFCAGB_22420","BEJGEH_21530","GEGEGB_21920","ODDLKH_00510","LNHIMF_21355","ONMMKP_12745","IKCLMC_05245","PKJKAM_06385"
"HFCAGB_22450","persistent","aromatic amino acid transaminase","9","9","1.0","NA","NA","","","","1193","1193","1193.0","AJBGEP_22300","HFCAGB_22450","BEJGEH_21560","GEGEGB_21950","ODDLKH_00540","LNHIMF_21680","ONMMKP_12715","IKCLMC_05275","PKJKAM_06355"
"HFCAGB_22470","persistent","Inner membrane protein","9","9","1.0","NA","NA","","","","338","338","338.0","AJBGEP_22320","HFCAGB_22470","BEJGEH_21580","GEGEGB_21970","ODDLKH_00560","LNHIMF_21700","ONMMKP_12695","IKCLMC_05295","PKJKAM_06335"
"HFCAGB_22655","cloud","Proline/betaine transporter","1","1","1.0","NA","NA","","","","785","785","785.0","","HFCAGB_22655","","","","","","",""
"HFCAGB_23905","shell","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains","6","6","1.0","NA","NA","","","","1058","1061","1060.5","AJBGEP_23780","HFCAGB_23905","","","ODDLKH_02075","LNHIMF_23040","","IKCLMC_16350","PKJKAM_10850"
"HFCAGB_24030","persistent","metal-dependent hydrolase","9","9","1.0","NA","NA","","","","773","773","773.0","AJBGEP_23905","HFCAGB_24030","BEJGEH_23335","GEGEGB_24335","ODDLKH_02200","LNHIMF_23165","ONMMKP_11095","IKCLMC_16225","PKJKAM_10725"
"HFCAGB_24035","cloud","Pyruvate formate lyase-activating enzyme","5","5","1.0","NA","NA","","","","587","587","587.0","","HFCAGB_24035","BEJGEH_23340","","","","ONMMKP_11090","IKCLMC_16220","PKJKAM_10720"
"HFCAGB_24065","cloud","type II toxin-antitoxin system HipA family toxin YjjJ","1","1","1.0","NA","NA","","","","1328","1328","1328.0","","HFCAGB_24065","","","","","","",""
"HFCAGB_24155","persistent","fimbrial major subunit SthE","9","9","1.0","NA","NA","","","","656","1085","1037.33","AJBGEP_24045","HFCAGB_24155","BEJGEH_23475","GEGEGB_24455","ODDLKH_02340","LNHIMF_23285","ONMMKP_10955","IKCLMC_16085","PKJKAM_10585"
"HFCAGB_24160","persistent","fimbrial protein","9","9","1.0","NA","NA","","","","557","557","557.0","AJBGEP_24050","HFCAGB_24160","BEJGEH_23480","GEGEGB_24465","ODDLKH_02345","LNHIMF_23290","ONMMKP_10950","IKCLMC_16080","PKJKAM_10580"
"HFCAGB_24165","persistent","fimbrial outer membrane usher protein","9","9","1.0","NA","NA","","","","2090","2537","2487.33","AJBGEP_24055","HFCAGB_24165","BEJGEH_23485","GEGEGB_24470","ODDLKH_02350","LNHIMF_23295","ONMMKP_10945","IKCLMC_16075","PKJKAM_10575"
"HFCAGB_24180","persistent","IprA winged helix-turn-helix domain-containing protein","9","9","1.0","NA","NA","","","","671","671","671.0","AJBGEP_24070","HFCAGB_24180","BEJGEH_23500","GEGEGB_24485","ODDLKH_02365","LNHIMF_23310","ONMMKP_10930","IKCLMC_16060","PKJKAM_10560"
"HFCAGB_24200","cloud","ISNCY family transposase","2","2","1.0","NA","NA","","","","836","941","888.5","AJBGEP_24370","HFCAGB_24200","","","","","","",""
"HFCAGB_24205","cloud","DUF2913 domain-containing protein","2","2","1.0","NA","NA","","","","566","566","566.0","AJBGEP_24365","HFCAGB_24205","","","","","","",""
"HFCAGB_24210","cloud","Helicase","2","2","1.0","NA","NA","","","","335","335","335.0","AJBGEP_24360","HFCAGB_24210","","","","","","",""
"HFCAGB_24215","cloud","Uncharacterized protein pSLT049","2","2","1.0","NA","NA","","","","509","509","509.0","AJBGEP_24355","HFCAGB_24215","","","","","","",""
"HFCAGB_24220","cloud","KfrA N-terminal DNA-binding domain-containing protein","2","2","1.0","NA","NA","","","","1115","1115","1115.0","AJBGEP_24350","HFCAGB_24220","","","","","","",""
"HFCAGB_24225","cloud","Cytoplasmic protein","2","2","1.0","NA","NA","","","","488","488","488.0","AJBGEP_24345","HFCAGB_24225","","","","","","",""
"HFCAGB_24230","cloud","putative carbonic anhydrase","2","2","1.0","NA","NA","","","","740","740","740.0","AJBGEP_24340","HFCAGB_24230","","","","","","",""
"HFCAGB_24235","cloud","Site-specific DNA recombinase SpoIVCA/DNA invertase PinE","2","2","1.0","NA","NA","","","","560","560","560.0","AJBGEP_24335","HFCAGB_24235","","","","","","",""
"HFCAGB_24240","cloud","IS481 family transposase","2","2","1.0","NA","NA","","","","1664","1664","1664.0","AJBGEP_24330","HFCAGB_24240","","","","","","",""
"HFCAGB_24245","cloud","AAA family ATPase","2","2","1.0","NA","NA","","","","968","968","968.0","AJBGEP_24325","HFCAGB_24245","","","","","","",""
"HFCAGB_24250","cloud","IS630 family transposase","2","2","1.0","NA","NA","","","","1037","1037","1037.0","AJBGEP_24320","HFCAGB_24250","","","","","","",""
"HFCAGB_24255","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","131","131","131.0","AJBGEP_24315","HFCAGB_24255","","","","","","",""
"HFCAGB_24260","cloud","virulence genes transcriptional activator SpvR","2","2","1.0","NA","NA","","","","893","893","893.0","AJBGEP_24310","HFCAGB_24260","","","","","","",""
"HFCAGB_24265","cloud","Lysozyme","2","2","1.0","NA","NA","","","","164","164","164.0","AJBGEP_24305","HFCAGB_24265","","","","","","",""
"HFCAGB_24270","cloud","virulence protein SpvA","2","2","1.0","NA","NA","","","","767","767","767.0","AJBGEP_24300","HFCAGB_24270","","","","","","",""
"HFCAGB_24275","cloud","Secreted protein","2","2","1.0","NA","NA","","","","212","212","212.0","AJBGEP_24295","HFCAGB_24275","","","","","","",""
"HFCAGB_24285","cloud","type III secretion system effector phosphothreonine lyase SpvC","2","2","1.0","NA","NA","","","","725","725","725.0","AJBGEP_24285","HFCAGB_24285","","","","","","",""
"HFCAGB_24290","cloud","SPI-2 type III secretion system effector cysteine hydrolase SpvD","2","2","1.0","NA","NA","","","","650","650","650.0","AJBGEP_24280","HFCAGB_24290","","","","","","",""
"HFCAGB_24295","cloud","IS200/IS605 family transposase","2","2","1.0","NA","NA","","","","242","425","333.5","AJBGEP_24275","HFCAGB_24295","","","","","","",""
"HFCAGB_24305","cloud","Adenylate cyclase","2","2","1.0","NA","NA","","","","560","560","560.0","AJBGEP_24265","HFCAGB_24305","","","","","","",""
"HFCAGB_24310","cloud","CaiF/GrlA family transcriptional regulator","2","2","1.0","NA","NA","","","","488","488","488.0","AJBGEP_24250","HFCAGB_24310","","","","","","",""
"HFCAGB_24315","cloud","Anti-FlhC(2)FlhD(4) factor YdiV","2","2","1.0","NA","NA","","","","551","713","632.0","AJBGEP_24245","HFCAGB_24315","","","","","","",""
"HFCAGB_24320","cloud","Site-specific recombinase XerD","2","2","1.0","NA","NA","","","","782","782","782.0","AJBGEP_24240","HFCAGB_24320","","","","","","",""
"HFCAGB_24325","cloud","Cytoplasmic protein","2","2","1.0","NA","NA","","","","521","521","521.0","AJBGEP_24235","HFCAGB_24325","","","","","","",""
"HFCAGB_24330","cloud","Cytoplasmic protein","2","2","1.0","NA","NA","","","","290","290","290.0","AJBGEP_24230","HFCAGB_24330","","","","","","",""
"HFCAGB_24335","cloud","type II toxin-antitoxin system toxin CcdB","2","2","1.0","NA","NA","","","","305","305","305.0","AJBGEP_24225","HFCAGB_24335","","","","","","",""
"HFCAGB_24340","cloud","type II toxin-antitoxin system antitoxin CcdA","2","2","1.0","NA","NA","","","","218","218","218.0","AJBGEP_24220","HFCAGB_24340","","","","","","",""
"HFCAGB_24355","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","266","266","266.0","","HFCAGB_24355","","","","","","",""
"HFCAGB_24360","cloud","SdiA-regulated domain-containing protein","3","3","1.0","NA","NA","","","","848","848","848.0","","HFCAGB_24360","","","ODDLKH_00955","LNHIMF_22105","","",""
"HFCAGB_24365","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","146","146","146.0","","HFCAGB_24365","","","ODDLKH_00950","LNHIMF_22100","","",""
"HFCAGB_24370","cloud","Plasmid-encoded fimbriae regulatory","3","3","1.0","NA","NA","","","","212","212","212.0","","HFCAGB_24370","","","ODDLKH_00945","LNHIMF_22095","","",""
"HFCAGB_24380","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","98","98","98.0","","HFCAGB_24380","","","ODDLKH_00935","LNHIMF_22085","","",""
"HFCAGB_24385","cloud","K88 minor fimbrial subunit faeJ","1","1","1.0","NA","NA","","","","713","713","713.0","","HFCAGB_24385","","","","","","",""
"BEJGEH_02395","cloud","type B 50S ribosomal protein L36","3","3","1.0","NA","NA","","","","140","140","140.0","","","BEJGEH_02395","","","LNHIMF_02475","","IKCLMC_11165",""
"BEJGEH_02465","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","320","320","320.0","","","BEJGEH_02465","","","","","",""
"BEJGEH_02470","cloud","Adenine phosphoribosyltransferase","1","1","1.0","NA","NA","","","","107","107","107.0","","","BEJGEH_02470","","","","","",""
"BEJGEH_02825","cloud","Diguanylate cyclase","5","5","1.0","NA","NA","","","","308","308","308.0","AJBGEP_02870","","BEJGEH_02825","GEGEGB_12170","","","","IKCLMC_11585","PKJKAM_15950"
"BEJGEH_02830","persistent","helix-turn-helix transcriptional regulator","9","9","1.0","NA","NA","","","","596","596","596.0","AJBGEP_02875","HFCAGB_02900","BEJGEH_02830","GEGEGB_12165","ODDLKH_05210","LNHIMF_02800","ONMMKP_08025","IKCLMC_11590","PKJKAM_15945"
"BEJGEH_04285","persistent","serine-type D-Ala-D-Ala carboxypeptidase","9","9","1.0","NA","NA","","","","1070","1202","1128.67","AJBGEP_04460","HFCAGB_04740","BEJGEH_04285","GEGEGB_10715","ODDLKH_06795","LNHIMF_04965","ONMMKP_06240","IKCLMC_07330","PKJKAM_05145"
"BEJGEH_04390","persistent","PTS sugar transporter subunit IIC","9","9","1.0","NA","NA","","","","1325","1343","1341.0","AJBGEP_04565","HFCAGB_04845","BEJGEH_04390","GEGEGB_10610","ODDLKH_06900","LNHIMF_05070","ONMMKP_06135","IKCLMC_07435","PKJKAM_05040"
"BEJGEH_06990","persistent","AraC-type DNA-binding domain and AraC-containing proteins","9","9","1.0","NA","NA","","","","617","851","825.0","AJBGEP_08800","HFCAGB_08050","BEJGEH_06990","GEGEGB_08340","ODDLKH_10805","LNHIMF_08680","ONMMKP_01840","IKCLMC_22490","PKJKAM_22570"
"BEJGEH_08640","persistent","putative arabinose efflux permease AraJ, MFS family","8","8","1.0","NA","NA","","","","1235","1235","1235.0","AJBGEP_07200","HFCAGB_09630","BEJGEH_08640","","ODDLKH_09200","LNHIMF_07055","ONMMKP_03465","IKCLMC_24085","PKJKAM_04290"
"BEJGEH_09045","persistent","small membrane protein YoaI","9","9","1.0","NA","NA","","","","101","122","107.33","AJBGEP_06790","HFCAGB_10075","BEJGEH_09045","GEGEGB_06140","ODDLKH_08790","LNHIMF_06650","ONMMKP_04270","IKCLMC_24490","PKJKAM_02320"
"BEJGEH_09820","shell","hypothetical protein","3","6","2.0","NA","NA","","","","353","368","355.5","","","BEJGEH_16095" "BEJGEH_17550" "BEJGEH_09820" "BEJGEH_22910","","","","","IKCLMC_21320","PKJKAM_00070"
"BEJGEH_09835","cloud","Transposase IS116","1","1","1.0","NA","NA","","","","128","128","128.0","","","BEJGEH_09835","","","","","",""
"BEJGEH_09840","cloud","IS110 family transposase","2","2","1.0","NA","NA","","","","1178","1310","1244.0","","HFCAGB_10855","BEJGEH_09840","","","","","",""
"BEJGEH_09845","cloud","Membrane protein","2","2","1.0","NA","NA","","","","818","818","818.0","","HFCAGB_10860","BEJGEH_09845","","","","","",""
"BEJGEH_09870","cloud","Nucleoid-associated protein","1","1","1.0","NA","NA","","","","1055","1055","1055.0","","","BEJGEH_09870","","","","","",""
"BEJGEH_09875","cloud","(P)ppGpp synthetase","1","1","1.0","NA","NA","","","","989","989","989.0","","","BEJGEH_09875","","","","","",""
"BEJGEH_09880","cloud","DUF4231 domain-containing protein","1","1","1.0","NA","NA","","","","437","437","437.0","","","BEJGEH_09880","","","","","",""
"BEJGEH_09885","cloud","Shufflon system plasmid conjugative transfer pilus tip adhesin PilV","1","1","1.0","NA","NA","","","","1436","1436","1436.0","","","BEJGEH_09885","","","","","",""
"BEJGEH_09890","cloud","Type 4 secretion system PilS N-terminal domain-containing protein","2","2","1.0","NA","NA","","","","557","557","557.0","","HFCAGB_11210","BEJGEH_09890","","","","","",""
"BEJGEH_09895","cloud","Conjugal transfer protein TraD","2","2","1.0","NA","NA","","","","305","305","305.0","","HFCAGB_11215","BEJGEH_09895","","","","","",""
"BEJGEH_09900","cloud","MobQ family relaxase","1","1","1.0","NA","NA","","","","1505","1505","1505.0","","","BEJGEH_09900","","","","","",""
"BEJGEH_09905","cloud","Phage abortive infection protein","1","1","1.0","NA","NA","","","","1283","1283","1283.0","","","BEJGEH_09905","","","","","",""
